Sentiment,Expression
0,"Off to see '17 again' tonight, can't believe school starts on monday "
0,"@ComedyQueen been ill since the end of Feb, been told not to expect anything much before July "
0,"working on saturday, "
0,"Yearning to see Jonas Brothers the 3D movie, since its not out yet in sweden! im dying "
0,"@MissLoki Sorry about your kitty, thats sad  DId you have a lovely time away though?"
0,"why do these meds not help?? im sick of being sick. its painful, stressful, and sucks. "
0,"Woke up, I think my allergies are starting up "
0,"i wanna go to park ave, i never get to participate in record store day. "
0,"done night shift,hit the gym on way home...wishing it was an O'Darby wkend....too bad about someone being on call in ER all wkend "
0,"@embeast   I went to bed at like 9pm last night.  or well, passed off on my sofa"
0,"@JoeSoFresh &quot;video not supported on iPhone&quot;  could you just tweet the whole script, with a description of the action? "
0,"Trying out this new Eucerin lotion for my hands. It's pretty awesome, but costs about $2.50 an ounce.  I've got the recessionitis "
0,"Gonna get my encased meat on @hotdougs this morning. Looks like no foi gras, though. "
0,"Special Olympics canceled cause of thunderstorm  ; damn, i love to volunteer, but april showers bring may flowers  haha."
0,"im lonely  keep me company! 22 female, Chicago - Illinois"
0,"@jaclyn_atl oh jesus, thank god im not there to be watching that with you. its only 8 here.. im not used to the differenceee "
0,"i want to scream. why cant you just talk to me jen? you cant take 2 minutes to talk, but you can go out to dinner with others? im hurt "
0,"@GreyEyes Yeah, that does bother me a lot as well.  I'm all for multiculturalism as long as someone isn't being hurt or oppressed."
0,"People are Fucked up dawg, Caitie i wish you were here boo.  [ily Fishy9.04]"
0,"Seriously, what is up with my connection the last few days... http://www.speedtest.net/result/454913043.png CoD4 is not fun right now "
0,"is trying to start studying again in this *gulps, horrifying hot weather "
0,"If it could quit raining for a while, that would be super.  http://bit.ly/efwCZ  http://bit.ly/Nbgov  My poor plants.  "
0,"tryn to figure out how to work this twitter thing ! i cant find any of mi friends.  -Syd,"
0,"@ladyofsalzburg and you're lucky, I've only had sad and frustrated Filo "
0,"Wow, last night was the worst night of my life "
0,"I'm feeling groggy, sore, and a little sick. Good morning  haha! What's the word, Twitter? "
0,"Just woke up, it was supposed to go shopping today but I've got too much homework so I'm not going  hate school... 61 days!"
0,"UGH tequila got the best of me, I'm sorry @_miss_mj  but we are ON for tomorrow, don't let me drink tequila! @EStrangeNoise ride ovr latr!"
0,"bummed we're not in puerto rico rappelling down a waterfall,zip lining and bungee jumping with our couple  boo to coming back early."
0,"Week 6 Day 1 - 25, 30, 20, 15, 45 http://hundredpushups.com I've actually moved backwards because of poor results on the exhaustion test. "
0,"doesnt know what to do, change is needed but i dont know wer  feel so strange and am totally undicided"
0,"@johnvbryson Oh Johnnie, I guess we just weren't raised in an environment where every thing we did was special - poor us "
0,"Damn, I hate getting up early  www.jumpmankicks.com"
0,"Today is crap. Drawing all day, i don't want to, the one i done the other day was horrific. It gets worse every day. Boring. 17 Again "
0,"http://pic.im/1q5 - sunset on iPhone, "
0,"i am alive! I AM ALIVE! just, but i survived paintball. several repeated shots to the forearms tho! I now look like popeye!  gah gah gah."
0,"Rain, rain go away! "
0,"Just so you all know, it looks as if Mikeyy's back "
0,"i'm never guna be able to give up on you, even though i have no chance of getting the old 'us' back..so please don't push me away anymore "
0,"just woke up, ughhh it's too early. "
0,"Sandy got a sitter for thisafternoon. but all festivals are rained out... no Crawfish, Green beer or Wild Game BBQ today. "
0,"@dremin I want to find a Twitterific alternative, but not many sit on the menu bar and leave my dock uncluttered. "
0,"@skimud Sorry   Upside: weather says snow all day today in Georgetown CO, but clear about 6AM tomorrow &amp; then partly cloudy.Have good day!"
0,"cedar falls are looking for therapists, if only i could drive!!!  id love to work there..."
0,"@BrianWellsMD something like that... btw, we should have met up at NFG last night. I realized I didn't have your # "
0,"@MarkBrooke I'm sorry Mark, I have 2 shoots today. Any luck?!??? "
0,"UFC 97 is gonna to be spectacular! Wish I could be in Montreal right now... ugh, stupid exams...           WAR Silva!! WAR Shogun!!"
0,"When I tranferred kbcafe.com to GoDaddy, Network Solutions @netsolcares immediately erased the DNS settings on the NS causing an outage "
0,"@patlike Brutal Legend not quite the megaton reveal we were both hoping for from @wossy, eh Pat? "
0,"&quot;Sorry, an unexpected condition has occurred which is preventing Google Reader from fulfilling the request.&quot; "
0,"Started ethics again, realised I did it wrong  But I know how to write it all  I'm just not best pleased about it :/"
0,"Well, activated my Facebook account again... felt lonely "
0,"@jimmywalker The ability to write scripts to integrate with twitter is one advantage, but really it just shows how much of a geek I am "
0,"@snorrick yea, I was wearing my oldest most worn out pair. I REALLY need to mow my grass today, but I don't think I'll be up to it now "
0,"@yummit thanks.. a bit better now, but still.. "
0,"@Nuff55 wow, thats really cool. i need to do the opposite of u! i need to gain weight "
0,"Ready to get to work outside on this gorgeous day...raking, staining our patio table, cleaning up the yard.  Colder temps tomorrow  "
0,"is trying to catch a wounded bird outdoor, but he's even too fast for me "
0,"Shit, didn't blog on Friday. Being ill sucks "
0,"SO bored. It's a nice day out today, I want to be outside like all day. But I can't "
0,"@ant2ny law student study on Friday night, as well as Saturdays and Sundays.  I feel for you, love."
0,"just woke up... what to do, what to do... another day/ night with no computer "
0,"listening to @ntfc on bbc northampton.  not going well, not our year "
0,"CLeaning the house, making Barbie's bed as everyday... and my face is burning!!! "
0,"@tipadaknife lol I did read it, of course! I just wanted to be a secret agent.....*sigh* You tread on my dreams as Yeats would say  Ouch"
0,"what a day, didn't get up till lunch time then cut my hand on a breadknife "
0,"@mizrik I've got a blackberry by t-mobile, when I click to verify my acct it gives me a error message "
0,"Off to get my hair done, still feeling poorly.. "
0,"@sue_de_nim You're so not gettin yer mitts on my gameboy now, biatch "
0,"fuck after yesterday, whats the point in chasing after her anymore....for once in my life i guess its just not ment to be "
0,"It's spring alright!  It's raining cats, dogs, and hippos!  "
0,"@Fearnecotton I'm revising  &amp; munching easter eggs.. could you play umm, Mystery Jets - 2 doors down or Kasabian club foot pleease xxx"
0,"After the Ashton interview I tried to explain Tweeting to my wife last night. She said uh huh, that is nice dear. "
0,"I haven't been doing so well with my new regime, as i think i've got a cold, i feel so ill "
0,"@MrJ1971 Yeah, just 7 weeks left, but all of them will be spent working just on uni work and no M Cubed stuff "
0,"@hwaugh  I have lots of work to do too, thankfully Tres has wifi by his pool, so I am thinking that is a fabulous option!!!"
0,"Rain is so nice. However, I want to go run "
0,"Man, what's that? I'm not your enemy... please get off me: #meinVZ... so ein shice!! I didn't do anything!!  It's hard as a man... ,-("
0,"In work, working on project plans and PRDs "
0,"Just had some red sky crisps, bacon &amp; cream cheese. Sooooo nice I want more  http://twitpic.com/3ixh8"
0,"@recurrence give em a present from me, i have had to replant three seedlings "
0,"finding it tough to do school work/planning/marking, as having been ill most of easter i'll get hardly anything i need to do done "
0,"Loves the sunny weather but is learning lines  Looking forwards to S's tonight, drinks and brownies!"
0,"@Wossy As one of my 10 followers,  ,do you fancy coming along to my son's christening 1st birthday and christening party in june?"
0,"@juicyostar nothing much, i'm bored today.  I want to go out somewhere but there's nowhere to go. How's sunny L.A.!? =P"
0,"Yeaaah, would've been good to know that Record Store Day in Canada does *not* include the Leonard Cohen record I wanted! "
0,"@michellemiller I was supposed to be there, but I got stood up "
0,"@vindiekins only thing is, goku doesn't have a tail. "
0,"@Smartah79 it is, but alas, i am stuck inside doing college work  x"
0,"http://twitpic.com/3ixtg - Uh oh. I bought the wrong deo, waaaah! I don't want my kilikili to smell like luya "
0,"@Tiffheartzero yeah, apparently so. I noticed a ring on his finger at the show "
0,"yum yum eating chocolate, visited ol dschool was very sad "
0,"@panique aww  well I'm new anyway, so I'm not much fun to hang out with on there, since my level is so low LOL"
0,"@amazingphoebe i can't see you tomorrow morning, we're going out for birthday breakfast with grandma. i'll talk to you when i get home "
0,"@zippitydlicious I know your pain, there isn't much you can do to people in the apartment above "
0,"After spending a couple of hours cleaning the car yesterday, a bird decided to take a bathroom break on the front end "
0,"I need to clean my room at some point today  booo! My neighbor has tag sales every week,.. kinda weird"
0,"Just called animal control...not feeling good about having the kitten picked up, but no other options at this point... "
0,"Time for me to clean the kitchen, then bathroom, then shower/pretty up and head to the shower. Pity it's a rainy day in Mid-MO "
0,"@sangitashres me too  but i've accepted that my breathing, throat, and stomach will never be 100% while i'm in ktm"
0,"@theroser you won't see me, considering I live 40 hours away "
0,"@susan_boyle_com asking all to hold Susan in prayer, She will face many challenges now - not to mention unscrupulous people "
0,"Finish my biochem exam. The questions were decent, but not enough time was given too complete it and I missed a 2 mark question. "
0,"why is everyone else getting tons of subscribers, while i work so hard to get some, and i get like 2 a day "
0,"@mattlopez Im sleepy... I did not get a good nights rest  But thats ok, I will tonight!  Im going to go enjoy the sunshine today!!!!!"
0,"@dimsum4u due to time constraints, just went to Green Lake "
0,"@jonathanAsmith been arround, int acct II exam tonight "
0,"Tutor Time!  Here until three.  Not many kids because they are on spring break.  So, I get to study strengths! "
0,"@nlits : Bad news!  the combo tickets are sold out . go 2 web,they still sell single day ticks, let me kno  xx.  http://bit.ly/MNhT6"
0,"@shwS make your Internets work please... I finally have a decent connection and haven't talked to you in a week   Also, nice article"
0,"Family cold/allergies. All kind of out of it, and on such a gorgeous day   Hope everyone's enjoying their Saturday!"
0,"i love st. louis, but i miss memphis right now. sometimes i wonder why i decided to move away  and leave my best friends "
0,"today has gone really quickly for me, i dont know why since i have done nothing all day "
0,"I wanna go ghost hunting in my town tonight, but I don't think anyone wants to go with me.  I don't wanna go alone, either."
0,"@maeneyak I've had a couple sessions.  I wasn't too impressed, sadly   But maybe I just needed substances in conjunction."
0,"@sebby_peek with someone  I know I hurt you, and that's why I'm sorry "
0,"@johnhood Waiting on mine, did a commission fo riton th eOrg, just need the feedback. Hopefully get Merman on 23rd, if it doesn't go "
0,"@IsabellaSky That's because you're in all the wrong places! Yeah, we have to hang out soon.  IMY already."
0,"@StonedSteve Alas, I have no Live connection at the moment  My PC got sick, I have no landline, and i am on a Dell mini. Needs sorting!"
0,"Sunny days make me happy! Packing up my apartment on a sunny day, unfortunately, does not. "
0,"Back from a week away, now....unpacking "
0,"Wanted to get out for a sunrise shoot, but I couldn't get to sleep last night, so I axed it. "
0,"massive lag times on WoW, lame "
0,"Getting ready to work in the gardens, it may raid today "
0,"@pervetastic I can't go through this again, I'm so tired of it!! "
0,"the bad parts about fall &amp; winter: bugs falling from trees, &amp; cold weather. "
0,"I tend to use photoshop for everything these days, I almost hit compose in it "
0,"@Faz4980 well, i'm tiered and hacked off from work "
0,"trying to cheer up my Girlfriend, because her GRanny is sick "
0,"I'm hungy!!! n I've a headache... OH GOD, HELP ME!!!!!!!!!!!!!!!! "
0,"Just got home. have a hang over, and really want some cake  idk why?"
0,"Made the poor puppy throw up. Two earplugs and string are not good for puppies, though. Had to be done "
0,"@MacKenzieFox Thanks, It's also about to RAIN     I am hibernating.... lol"
0,"Wishing I was working outside instead of being stuck at inside. Unfortunately, no Internet connection outside. "
0,"i want to start a bandddddddddddd, i wish i could sing in public... "
0,"I've just been Mikeyyd!!  Deleted coupla peeps, changed my p'word and I'm up n runnin again. Phew!"
0,"Trying to sync my itunes playlist with my new BB8900, but the media sync keeps crashing... "
0,"workin, again "
0,"So excited for dairy bar, but just found out its closed "
0,"@BlairVB my cats are givin me the same grief! Ahhhhhhh! Sneezes, snot &amp; antibiotics. "
0,"@gu_heffner DON'T JUDGE ME EARLY THIS MORNING!!! lol I'm sad, I can't really roll out like I want bc my car is low and it's raining bad "
0,"@Stormlite02 oh, great. love ya. poor thing it's not happening in so near future "
0,"was going to sleep in, but woken up by R4WK to kill a spider. I did, and now feel kinda guilty  This morning smells WONDERFUL!"
0,"Very very bored, and has bad head ache "
0,"@souljaboytellem at least you got over 300,000 followers! i only got 77 "
0,"Gig tonight, dreading tomorrow "
0,"is learning about the seven deadly sins. WOW, I am a sinner. "
0,"i feel soo bad, i fell asleep and i missed 18 of his calls last night. he thought i was hurt  poor baby"
0,"@Ketekete aight then let's do it... dumb arse that i am, i just tried calling your phone! "
0,"Is needing a new mobile phone, The LG KU990 Viewty caught my eye but I can't seem to find it anywhere in black "
0,"Reading &amp; crying at Eclipse, Rosalie always gets me "
0,"len(reversed([1,2,3])) == 3 in Py 2.5 and 2.6.1 but not in 2.6.2 "
0,"Is super, super disappointed! "
0,"@hoshigirl I was so disappointed with Plurk. lol. I didn't update mine for a while... when I checked my Karma, it was down to 0.0.  sad."
0,"have to go to work soon, first time in 3 months!!! FUCKING GAY!!!  "
0,"@WollemiPine  It's the weekend!! This will be my last late night, as I'm back to work on Monday "
0,"@jenna_jean she told me to get a hold of you, she can't get on lj it was through email, so idk but yeah, she won't be on for a while "
0,"goood luck masias, sab and manda! i wish i could be there too "
0,"@FreekitTweekit lol, iFeel u, I'd rather color thaan do yard work like I'm about to in a lil bit "
0,"@BrandyandIce there not playing till 5.15, can't watch tho , it's on setanta "
0,"@RPatZHood very little   I should be doing quite a bit.  Not feeling it, though"
0,"@louieouieouie may bastos? :| i don't want to be blamed for picking that movie. we watched HSM3 before, everyone hated me  OKAY THANKS!"
0,"im lonely  keep me company! 22 female, Ithaca - New York"
0,"im lonely  keep me company! 22 female, Baltimore - Maryland"
0,"so bored, i wish today was nicer so i could go outside  !"
0,"Ugh, i really better not be getting a soar throat on a glorious day, with my luck i'll be stuck inside and it will be gorgeous out! "
0,"Whole Foods and drop offs in the future.  Was going to go to Tommy's for lunch but because my Mother sucks, that isn't going to happen "
0,"arsenal are gonna lose today i think, makes me sad  just found jonny craig on this, actually my hero (L)"
0,"wait no, I didn't waste four years...it was more of putting my all into someone who doesn't give a fuck.. "
0,"im lonely  keep me company! 22 female, california"
0,"@Tazz602 mehhh, open-source tools and apps rarely do, in my experience. "
0,"@sweet4dmb I hope you are feeling better today, I miss your face  .... get well soon!"
0,"@AprilGates Jamie is on now too!  Upset, every 1 he wants 2 follow is fake 1 "
0,"@danasdirt When we lived in Hawaii we always had orchids in the house..unfortunately, I killed them all "
0,"Going to bed finally after watching the first IPL match, Chennai super kings lost their first match  http://bit.ly/kttQv"
0,"@utbrown sorry, can't help there "
0,"@CRMFYI Wow. That is impressive. My son (6) is not there at all yet. We're still on Dr. Seuss's Feet, Feet Feet How Many Feet You Meet "
0,"@Faz4980 yeah, but i can be glad to have work. here and there i'm looking for job offers, but there are no good ones "
0,"Last night's Commomwealth Club Annual Gala was incredible. Gloria Duffy rocks, social entrepreneurs rock, again with the $ paddle though "
0,"im lonely  keep me company! 22 female, Buffalo - New York"
0,"@ShelleyRunyon played both, i got tired of wow because of the pvp changes .. "
0,"@billpr53 Awww  LOL! True, true. But it's the thought that counts, so thanks!!"
0,"PLEASE follow me, I don't have many "
0,"is laying bloody slabs in the front garden, and I thought I could spend the weekend potting "
0,"@BreakenNews what the hell happened to the sun website?  it used to be a little dated, but now, it's busier than a mutha' and ugly as sin "
0,"Swindon draw, Blackburn lose man this is turning into a nightmare season "
0,"Home sweet home. I'm so glad I came back to warm, sunny weather. I miss my boy though "
0,"...scratch that.. de-thatching next weekend hopefully, no power rakes available and it's going to rain today.. "
0,"Can't get hold of my mate, she's either out already, or not in from last night yet. Tonight in will be dull as @gapanda is drunk already "
0,"I am very excited to see RK and Owl City, but I am still wanting to go to Anberlin's show...If only I had someone to go with me "
0,"I lost my iPhone last nite, not cool at all "
0,"@awarren88 I SO wanted to go to Calico Ft., but we just got up and got the message and they have already left.  I'm SO bummed now. "
0,"Sorry guys, youth meeting tonight has been cancelled  we'll reschedule for next week. "
0,"After two weeks holiday, im really not looking forward to going back to work on monday "
0,"Lol, and most of my bugs are either duplicates or not bugs, I feel stupid  #ipb"
0,"@g33kgurrl Your discussion looks really pertinent &amp; interesting. Want in, but have so much to do "
0,"@Chocolatedrop88 kno how to work n e thing  so I jus went bak upstairs n did sit ups but later I played tennis 4 2 hrs, yay me!!"
0,"It was a bad week at FerretsFirst.  We lost Rosie, Smeagol &amp; Sakura "
0,"not looking forward to possibly working a double with a fever.  but at least it's mucho dinero, right?"
0,"@rudedoodle I'm sick the next day without fail, no matter how much or what I drink. If I got to bed, even feeling tipsy i'll puke "
0,"@TerryBlandGodel grew up with Werneth Low large outside my bedroom window, now I do my running round Trafford Park "
0,"Sadly, I will not be able to make it out tonight.  But if you can, you should. It's being held at Media Blaster's new store in Jersey."
0,"@davemark too bad it needs natural day light, or strong artificial light to get a quality pic. no matter the software.  iphone cam sucks"
0,"Scott just left 20 minutes ago, and I miss him already. "
0,"but, i miss a.i.   "
0,"I slept wrong, my neack hurts "
0,"Healing from having 3 teeth pulled, lord knows I think I did something wrong....cause Im still aching "
0,"so, when i first saw Ingeous Pouncer, i immediately thought of Demonic Apprentice (the one i made): cant fit it here "
0,"First there was no milk for cereal. Then I saw no more bananas. Made some toast, and dropped it on the floor on the way to my mouth. "
0,"@kryvin Hahaha, i'm devestated by it! I just want to go outside and PLAY  How's the animation going anyway?"
0,"Double-dang, I'm up at the same time as @missrogue at wordcamp SF. 1. I wanted to see her talk, and 2. Everyone else will too #whuffie "
0,"@kazwheeler Maybe that is why @CHRISDJMOYLES  isn't replying. Would be a shame if it is true though, he is good. "
0,"@cre8tivesilence yeah, Jordan said you were their but I didn't see u! "
0,"@parachutesfail I agree, Saturdays are stupid. I have to work all day as well.  "
0,"Space's last day, so last day working at Disney until who knows when   I can't believe this day has come"
0,"Getting ready for work, sort of. I don't wanna go. "
0,"im lonely  keep me company! 22 female, Charlotte - North Carolina"
0,"@nath_girl haha  i'm from brazil, but i cant speak spanish, sorry "
0,"Today really feels like spring, how many days until our next snow? I miss it "
0,"Working on the Etsy and Artfire shops...Man, people are going to start hating on me soon with these Tweeted Etsy updates... "
0,"just woke up, what an overcast day "
0,"@gauravity Sounds like how my mouth and stomach gang up on me wrt tea, too. "
0,"Is trying to do homework, but can't seem to focus "
0,"hmm, i wonder when my friends are gonna get back... i'm starting to feel lonely "
0,"the picture wont upload  it says it is to big, even though I croped and croped it...help!!"
0,"@michelle182 no gurl. His momma is gunna be at the Houston show, I think "
0,"going to sleep, i'm tired.. "
0,"@amazingphoebe i love you  maybe it's a good thing if i don't care as much. and tell me, please, how many chances have you already had?"
0,"@SookieBonTemps *txt* I'm alright. I'm so sore.  It hurts to do anything, even breathe."
0,"@amadan24 The big toe is doing just fine... jeans are in the trash...   Wait, an excuse to go shopping today!  "
0,"Great morning with mom! I love pumpkin bread. So sad Jon is missing the snow he wanted so bad!  Hurry home, Jon."
0,"@jasonbradbury Hope you had good day, but didn't see you at Puffin stand  Maybe next year."
0,"I am just relaxing on this beautiful Saturday!  I need to go and mow the yard but the lawn mower is toast!   Hmmm, what now?"
0,"@Mom3CuteBoys He is not excited, but having a lot of anxiety today.  I don't know how to help him when he is like this   #autism #asd"
0,"im lonely  keep me company! 22 female, Wilmington - Delaware"
0,"im lonely  keep me company! 22 female, Houston - Texas"
0,"I got a new chapter for the book Thurs. I spotted probs in it on Fri. Awaiting replacement. Yet another weekend of work, still no payment "
0,"are you still down for horton today? or are you gonna ditch me to do something else  b/c you know you would. HAHA, jkjk!"
0,"@SherriEShepherd Hi Sherri!  Love you!  My daughter has Diabetes, she's almost 4   Love what you said about someone needing you today ..."
0,"i was getting like 10 followers a day on old username, now its 1 a day if im lucky  I cant find anyone with my interests &gt;.&lt;"
0,"@anuragu ohh. :-| but by that quote, it means im undesirable anyway "
0,"brit, wish my computer was working.....    "
0,"@ohsoretro can I trade your day for mine?  Today is working, coffee coffee coffee, working, boring poli sci reading  oh and more coffee"
0,"dang didnt get through either  , again after this song?"
0,"Dear @Tweetdeck, Why do I have to wait for it to reset and have a limit on getting tweets? Can you eliminate that problem? "
0,"@bittenapple Yes, &amp; you aren't the first person to think so.   Adds credence to the fact that our virtual selves *are* extensions of us."
0,"don't know why some people take RSS for Ku Klux Klan, I pity them "
0,"I HAVE FIVE SLIDES!! Only two or three more, I just want this doooooooooone with "
0,"im lonely  keep me company! 22 female, New York - New York"
0,"Studying, cleaning and grocery shopping, all whilst hungover... what a fun day "
0,"@DonnieWahlberg   I'm sick   So I'm chilling, but not happy."
0,"@sebby_peek don't, please  I haven't spoken to him! in all the times I've known him, I have never had the chance to be alone with him!"
0,"I quarantined myself. I hev my orange juice, nighttime flu gel caps &amp; soup...I have to feel better by Monday "
0,"@absentelk http://twitpic.com/31kwi - Awww, Me and Kay saw some cows at the farm.  They looked depressed.  Badtimes.    Kay name ..."
0,"@brittany821  yea,im abt to leave now--girl,they are out there straight partyin lol makin all that noise"
0,"@astroboy Oh right      I use an American ISP, wonder if I'll be able to try it using my wifi connection..?"
0,"Ack, no lunch break in training! I'm gettin hungry, too "
0,"67 degrees, but here comes the rain  "
0,"@DonnieWahlberg I tried to watch the Celts 4 u, I really did, but I just hate basketball.  lol    Sorry!  Still luv u!!!"
0,"@sacredmoment sadly, I didn't see your reply until today!  I was at the pointe hilton at tapatio cliffs in phoenix. Didn't want to leave!"
0,"nobody has replied to any of my updates  well one guy did once, @streetbloggers asked me when mothers day was a while ago but no one else"
0,"laying in bed, ill, wishing my hot nurse girlfriend would come and make it better "
0,"@CassieFX jean paul gaultier classic, ultraviolet? Lolita lempicka, Burberry weekend are nice day ones. I want a tiare flower one "
0,"@irebo Will try... but am all  still, so we will see! Hope yours is better!"
0,"@nytimes dejavu ... I drove a 69 yellow camaro and loved it, sadly no photo "
0,"@PsychoToM to be fixed  .. I use my sisters computer , whice is the stupidest computer ever .."
0,"i needa stop procrastinating. TIPS ANYONE??! PLEASE, im begging for it. "
0,"im lonely  keep me company! 22 female, Madison - Wisconsin"
0,"@serena I see that, you only get 30 mins?   #SUPA"
0,"@g33kgurrl aaw, aren't they great? We have two silly cats and our little pooch, Daphne, who is smaller than both cats. The cats are huge "
0,"High: clean salon, great customers! Low: Birds tweeting at 5a waking me up, result super tired! "
0,"i suck!!!! how was last night�?!  i fell asleep! never woke up, until midnight! i'm so lame http://twitpic.com/3j2c5"
0,"finished work, have a lump on my head and a killer headache "
0,"Really needs a companion to go to the paper airplanes show tonight, please? "
0,"hates having $7,000 in the bank and not being able to get to it until tuesday, so is broke a effing weekend!!!  "
0,"im lonely  keep me company! 22 female, Springfield - Massachusetts"
0,"@nipplelicious I've considered opening my own, but with so many closing I assume the demand isn't there "
0,"I wonder who is awake at this time in Cali? Jealous, maybe. Determined to finish my project, certainly. The end justifies the means "
0,"Ok, so I still aint found my momma  wtf? Umm, MySpace and Facebook are so much easier."
0,"Rain + Sore leg = no MTB racing Sunday.    Bummer, i love Flat Rock Ranch."
0,"hates having $7,000 in the bank and not being able to get to it until tuesday!!  so is broke all effing weekend!!  "
0,"@luvlinglife Haha, that's great. I'm not doing anything really. I don't feel good. "
0,"Tommy Spurr, you are a gorgeous GORGEOUS man, please lose the scummy Leeds accent "
0,"is wishing i was with my line sisters eating cinnamon rolls, eggs and bacon "
0,"So I was looking forward 2 lunch b/c Brock brings in That 70's Show, but he forgot to bring the DVD's in   What r we supposed 2 do now?"
0,"@themba_m Yep, the magic is gone. Can't we geeks have anything to ourselves anymore? "
0,"im lonely  keep me company! 22 female, Wichita - Kansas"
0,"Studying for the loseee. One chapter down, two more to go. "
0,"@rachelkvincent Oh No! I would so not know how to function without it. I would send you a cup from California, but it would get cold "
0,"@selfreflexion Not too bad -- did  everything I needed: Web browsing and C++, lol.  I don't have a lot to compare to though ... "
0,"@pjrea Haha! Hope you're enjoying the Easter Break, doesn't last for much longer. "
0,"my stomach hurts  busy day ahead of me, going on 4 hours of sleep."
0,"@girldeejay haha no, I dropped it trying to move it and the insides got broken  poor thing shouldn't have survived past the 80s anyway."
0,"@Beverley Knight &amp; @suziperry well done Wolves, bad luck Charlton   "
0,"Been playing Fear 2 on housemates xbox in the dark. Great game, but bit scary for little boys like me who are home alone. Night "
0,"@fortunate13 - I hope you guys have fun tonight, we're bummed that we can't be there "
0,"Still enjoying the almost nice day out.  Now it's down to +13, and calling for rain...  "
0,"Sitting in the sun. It feels good, but in a wk I'll have to sit in the shade "
0,"Just got a puncture riding home from work, am bowing walking a mile home "
0,"WOW! My poor dog is covered in fleas, &amp; I even found a tick on her  Why did my mom have to take her to my grampa's infested house?!!"
0,"@missdietz i dont know how i got that many followers but i think ive peaked   i wish i didnt have to work tonight, drinks outside=amazing!"
0,"Anyways, I just woke up, I'm pretty much a physical mess right now and I'm also sad my dream of seeing Sorority Row with Rudd wasn't real "
0,"Bored, just been blown off by the boyfriend, so he can go out with his mates :'( Gutted "
0,"Feeling quite ill, think i'm coming down with something "
0,"@InMyProOpinion Yep, but they ere behind plexiglass.   what fun was that??  And u would love sally hansen deep plum. Gorg almost blk color"
0,"just woke up, so too late to go to church.  wouldn't it be nice to have a job that didn't require me to work weekends?"
0,"food-check, washingup-check, CV....no check "
0,"well, looks like I'lll just have to lower it to very easy "
0,"oh gosh, i need to study for math. exams on wednesday! need to study in advanced. but i want to go to the bazaar tomorrow "
0,"Loads to do - chores, paperwork and prep for next Saturday - but giving in to headache and going back to bed. "
0,"@stonermc I don't even know where he's playing. But probably not, I'm in Cornwall. "
0,"I borrow a car, get out to Livonia for my WashPost drug test 1hr early, confirmed it yesterday... And they aren't authorized to test me. "
0,"woahh, im like so tired. mrrrhhh,  twitter on my phone doesn't work "
0,"missing #coachella   and how is #record store day going?  i'm in a bubble, so folks, let me know what's going on out there!"
0,"@annwhit Yeah, she's lovely, it hurts to hear her calling for the others though  she will be fine in a couple of days I hope."
0,"@saucepancakes ok listen here!! leave me alone! nobody told me  gosh, i can still laugh. i'm gonna revoke ur brain status u keep bein mean"
0," i never get direct messages.. must not be exciting, hm? xD"
0,"I stayed up last night cause i didnt want to see today, it didnt work "
0,"i have a cold again,boooo  waiting for my love to get home&lt;3"
0,"http://tinyurl.com/ccphcv aaaaaaaaaaaahhhhhhhhhhhhh, July is so far away "
0,"yay! Saturday! Stereo died or something in my car, gotta rip out my dash again.. "
0,"Wishing my 2.5 year old could understand the concept that Daddy can't play, but better than that, wishing I could "
0,"@etherbrian I would have happily looked up your street view to see you dressed up as Elvis, too. "
0,"Had breakfast, baths r done, laundrys in now what to do....? Thought about taking kids to zoo but looks like it's gonna rain. "
0,"oh gosh, please be okay hunwick.  ruptured spleens are bad news bears "
0,"Almost 1 am, still not asleep yet although I have to wake up at 6 tmr "
0,"@xueyin I'M NOT A FAG YOU DOUCHE!!!!!!!!!!! on another news, awesome! let's go on the 25th!!! i just hope it doesn't get cancelled? "
0,"@willcarling  but you knew they were  doomed when you said it, go drown your sorrows  "
0,"ahha, back from walk. was tres cold "
0,"@sebby_peek I don't think I want to get it sebby, I'm really scared  don't say that  I love you so much  xoxox"
0,"@xitara stop falling in love with my man, slut "
0,"@_JenLeah_ I never stretched either, thought nothing would happen. Now I'm in a cast and can't go running.  http://twitpic.com/3j41e"
0,"My mum is making Veg Curry tonight, i dont understand this, i asked if she could make it with chicken, she said no "
0,"@mela_lyn me, too! I so miss my craft biz "
0,"@luigithescooter No go on the battery at the moment, Speedy is not happy having to stay in the garage this weekend "
0,"@desmondlover Had I more time, I WOULD come lick your face. Sorry things are still ick "
0,"@Jwoohoo sorry but, I haven't used Windows Mobile in years (since before Twitter; when they still called it Pocket PC)... I have no idea. "
0,"At Ambers, gonna go straighten this mess, I'm trying to call hair. OH THE FUN I'M SURE TO HAVE  HAHA"
0,"is sooo hungry, to bad the dc is closed "
0,"@tommcfly i feel sad, i couldn't travel to see you guys in Amsterdam!  can you come to Norway soon?"
0,"Headin' over to my current/old house to do some yard work. Not really looking forward to it, which sucks  ...want to get normal again."
0,"Had a sleepless night and a bad morning!  in Grand Prairie, TX http://loopt.us/MmHnVw.t"
0,"Ah, birthday morning. The sun is shining. It's warm outside. What a perfect day...  to be scheduled to work "
0,"@Paul__Dixon rest your eyes? Where is the dedication dixon? Glos lost in edf final, very badly... "
