id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,56000,24.0,480,360,216020,16.785
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,mpeg4,539000,12.0,320,240,221152,1.4280000000000002
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,56000,29.97,1920,1080,680400,48.935
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,3000000,15.0,1280,720,299052,64.78
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,242000,15.0,176,144,164888,3.8480000000000003
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,vp8,539000,29.97,1920,1080,219480,25.758000000000003
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,539000,12.0,176,144,221160,1.3559999999999999
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,56000,24.0,176,144,219480,2.824
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,109000,12.0,1280,720,78184,3.1719999999999997
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,mpeg4,242000,24.0,480,360,219480,6.024
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,flv,242000,25.0,176,144,219480,2.492
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,3000000,25.0,640,480,163632,0.772
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,mpeg4,109000,25.0,320,240,212596,2.888
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,3000000,12.0,176,144,221152,1.04
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,5000000,24.0,640,480,216820,41.275
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,h264,539000,25.0,320,240,216820,5.132000000000001
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,3000000,29.97,480,360,216820,9.885
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,242000,15.0,320,240,126008,1.1320000000000001
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,3000000,12.0,480,360,219480,10.477
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,flv,3000000,12.0,480,360,216820,1.02
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,539000,25.0,480,360,219480,6.272
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,242000,12.0,1280,720,326084,15.289000000000001
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,56000,25.0,1920,1080,246792,13.425
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,h264,56000,25.0,1280,720,309496,13.237
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,3000000,25.0,176,144,217080,9.441
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,h264,109000,15.0,480,360,221160,6.864
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,flv,242000,12.0,176,144,219480,3.388
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,vp8,5000000,29.97,176,144,217080,1.4040000000000001
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,flv,539000,15.0,640,480,221160,1.484
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,242000,25.0,320,240,219656,3.6639999999999997
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,820000,12.0,1280,720,221160,4.172
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,5000000,29.97,176,144,219464,2.156
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,h264,5000000,12.0,480,360,217080,14.665
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,539000,24.0,1920,1080,164988,42.498999999999995
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,56000,24.0,1920,1080,219480,11.152999999999999
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,242000,25.0,480,360,163632,0.524
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,3000000,25.0,640,480,219480,5.188
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,242000,12.0,176,144,219480,1.6480000000000001
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,820000,24.0,320,240,219656,5.176
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,flv,109000,15.0,640,480,219480,4.14
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,56000,29.97,480,360,219656,6.312
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,vp8,539000,24.0,1920,1080,217348,42.711000000000006
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,mpeg4,3000000,24.0,1920,1080,102096,11.152999999999999
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,109000,15.0,176,144,216020,3.84
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,820000,15.0,320,240,219656,3.2319999999999998
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,mpeg4,5000000,15.0,1280,720,221160,5.58
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,5000000,24.0,480,360,260720,6.108
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,vp8,242000,29.97,1920,1080,165668,19.613
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,242000,12.0,176,144,221152,0.968
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,56000,15.0,480,360,221160,2.128
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,109000,15.0,1920,1080,218932,9.273
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,flv,539000,25.0,640,480,218932,1.6440000000000001
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,5000000,29.97,320,240,93904,5.24
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,3000000,24.0,320,240,155028,1.3519999999999999
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,flv,3000000,25.0,640,480,219480,1.444
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,109000,24.0,480,360,99536,5.308
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,h264,539000,12.0,640,480,164168,10.629000000000001
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,56000,25.0,176,144,217880,0.284
uSVn-fRXpeE,194.0,h264,320,240,289532,15.0,109,2802,0,2911,658268,6362897,0,7021165,h264,539000,12.0,1280,720,312528,27.605999999999998
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,820000,15.0,640,480,218932,9.189
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,820000,12.0,1920,1080,163024,21.197
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,vp8,820000,25.0,1920,1080,216820,35.278
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,h264,539000,29.97,176,144,120452,4.184
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,flv,3000000,15.0,1920,1080,219480,7.892
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,3000000,25.0,480,360,217852,18.805
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,5000000,24.0,176,144,219480,2.424
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,56000,12.0,480,360,256208,4.68
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,820000,12.0,1920,1080,140080,25.945999999999998
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,3000000,12.0,1280,720,220900,14.137
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,820000,12.0,176,144,218900,0.624
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,3000000,12.0,176,144,216820,1.172
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,vp8,820000,29.97,640,480,217880,3.136
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,56000,24.0,640,480,216820,4.136
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,3000000,25.0,320,240,216820,3.1
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,539000,25.0,1280,720,219480,19.921
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,5000000,24.0,320,240,221160,3.196
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,flv,5000000,24.0,640,480,217348,1.6440000000000001
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,539000,29.97,320,240,219480,1.496
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,flv,56000,29.97,480,360,163632,0.5
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,56000,25.0,1280,720,296576,14.280999999999999
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,242000,15.0,1920,1080,219480,26.498
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,820000,24.0,480,360,165700,3.1839999999999997
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,820000,24.0,480,360,218664,0.856
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,56000,24.0,176,144,219656,0.36
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,h264,820000,24.0,320,240,219656,7.596
0ckO-lUydcc,177.33333000000002,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,109000,25.0,640,480,163024,3.6639999999999997
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,mpeg4,820000,15.0,176,144,219480,2.344
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,5000000,12.0,640,480,218900,1.188
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,mpeg4,5000000,25.0,1920,1080,212772,15.229000000000001
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,h264,5000000,29.97,320,240,220900,9.729
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,vp8,109000,29.97,640,480,218932,7.568
0Yxo-eU6AjI,326.58299999999997,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,242000,25.0,480,360,215712,10.969000000000001
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,vp8,109000,25.0,640,480,219656,10.341
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,820000,15.0,640,480,219656,11.937000000000001
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,5000000,24.0,1280,720,165700,2.988
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,242000,29.97,480,360,221152,2.1319999999999997
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,h264,5000000,25.0,1920,1080,647304,178.167
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,3000000,15.0,480,360,219480,1.4880000000000002
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,3000000,15.0,176,144,219656,2.908
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,flv,539000,24.0,176,144,216820,0.7879999999999999
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,242000,12.0,480,360,217348,7.9079999999999995
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,56000,29.97,480,360,221160,5.416
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,242000,29.97,480,360,139932,8.469
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,flv,5000000,25.0,320,240,217348,1.06
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,539000,29.97,176,144,259392,4.488
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,flv,3000000,29.97,640,480,216820,1.96
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029197999999997,58,8170,0,8228,802625,3994697,0,4797322,h264,539000,29.97,176,144,216820,3.264
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,vp8,242000,25.0,1280,720,216820,18.837
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,539000,15.0,1920,1080,165700,22.785
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,h264,242000,24.0,1920,1080,694580,40.707
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,109000,25.0,1280,720,219464,8.309
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,vp8,539000,29.97,176,144,165700,1.1159999999999999
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,3000000,15.0,1920,1080,218932,4.58
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,vp8,539000,15.0,320,240,216820,2.512
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,242000,24.0,640,480,219480,14.853
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,h264,3000000,25.0,640,480,245468,23.761
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,539000,25.0,480,360,219480,7.816
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,539000,12.0,1920,1080,219480,4.988
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,3000000,25.0,1920,1080,155028,13.949000000000002
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,5000000,25.0,1920,1080,675820,194.96
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,3000000,24.0,320,240,216820,1.304
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,242000,12.0,480,360,219480,1.2919999999999998
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,h264,3000000,25.0,1920,1080,662772,132.752
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,242000,25.0,1920,1080,64040,17.585
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,820000,29.97,176,144,165700,3.972
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,109000,25.0,640,480,218664,5.176
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,242000,12.0,320,240,138932,3.6439999999999997
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,mpeg4,109000,24.0,640,480,216820,4.064
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,3000000,24.0,640,480,217348,9.169
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,109000,12.0,320,240,219656,3.9960000000000004
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,56000,12.0,640,480,219656,1.484
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,539000,29.97,640,480,219480,5.42
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,56000,29.97,320,240,164888,6.184
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,5000000,29.97,480,360,215848,11.161
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,242000,24.0,1280,720,217852,5.82
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,820000,24.0,1280,720,165700,8.285
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,h264,5000000,24.0,176,144,221152,1.112
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,vp8,56000,12.0,176,144,216020,4.156000000000001
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,56000,29.97,176,144,218932,1.696
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,flv,109000,29.97,176,144,219480,1.432
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,820000,15.0,176,144,221160,0.276
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,h264,242000,24.0,176,144,218932,2.88
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007016999999998,328,33880,0,34208,20478926,320859863,0,341338789,vp8,242000,25.0,640,480,219480,15.953
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,242000,25.0,320,240,126656,1.3840000000000001
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,h264,56000,15.0,480,360,165668,3.752
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,820000,25.0,320,240,219480,9.625
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,3000000,15.0,640,480,218932,3.588
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,3000000,29.97,1920,1080,218932,18.769000000000002
ZbgX-Rsm3cA,249.42833,mpeg4,176,144,56319,12.0,52,2941,0,2993,96379,1659566,0,1755945,h264,820000,29.97,320,240,86696,5.688
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,vp8,109000,24.0,176,144,219656,2.048
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,flv,109000,29.97,480,360,159588,3.516
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,242000,12.0,176,144,165700,4.06
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,539000,15.0,1920,1080,216064,6.688
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,flv,539000,29.97,1920,1080,221160,7.196000000000001
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,109000,15.0,640,480,219480,4.024
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,5000000,25.0,1920,1080,676260,136.481
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,3000000,24.0,1920,1080,219480,13.780999999999999
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,flv,56000,12.0,1920,1080,221160,3.7119999999999997
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,3000000,12.0,1280,720,221160,1.3119999999999998
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,5000000,12.0,320,240,217080,3.888
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,flv,3000000,25.0,640,480,165700,2.276
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,820000,29.97,176,144,217828,1.544
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,820000,15.0,1920,1080,219480,8.949
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,vp8,820000,29.97,320,240,219200,3.568
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,242000,25.0,176,144,162624,5.716
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,820000,25.0,176,144,221160,2.156
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,flv,242000,29.97,320,240,216820,0.46799999999999997
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,242000,15.0,176,144,247408,1.744
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,vp8,56000,15.0,320,240,219480,2.048
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,5000000,15.0,640,480,162984,32.542
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,3000000,29.97,640,480,217544,42.323
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,109000,12.0,480,360,219480,9.741
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,3000000,24.0,480,360,219464,3.272
