A,B,C,D,AVERAGE
416.0,28.0,683.0,793.0,480.0
821.0,304.0,585.0,868.0,644.5
621.0,434.0,146.0,440.0,410.25
383.0,981.0,523.0,471.0,589.5
676.0,171.0,872.0,80.0,449.75
166.0,948.0,313.0,15.0,360.5
40.0,464.0,955.0,364.0,455.75
61.0,422.0,569.0,439.0,372.75
133.0,452.0,491.0,277.0,338.25
907.0,550.0,157.0,715.0,582.25
198.0,99.0,390.0,74.0,190.25
398.0,599.0,330.0,758.0,521.25
118.0,322.0,512.0,797.0,437.25
63.0,294.0,721.0,485.0,390.75
198.0,921.0,395.0,980.0,623.5
850.0,511.0,105.0,671.0,534.25
5.0,757.0,186.0,760.0,427.0
427.0,965.0,622.0,970.0,746.0
140.0,128.0,214.0,811.0,323.25
843.0,12.0,212.0,24.0,272.75
168.0,542.0,62.0,680.0,363.0
61.0,332.0,327.0,260.0,245.0
833.0,962.0,428.0,54.0,569.25
466.0,247.0,771.0,920.0,601.0
278.0,457.0,546.0,694.0,493.75
702.0,83.0,440.0,609.0,458.5
19.0,185.0,103.0,890.0,299.25
992.0,515.0,20.0,381.0,477.0
524.0,657.0,625.0,394.0,550.0
79.0,858.0,999.0,653.0,647.25
385.0,850.0,875.0,805.0,728.75
879.0,132.0,342.0,902.0,563.75
781.0,749.0,729.0,24.0,570.75
298.0,296.0,28.0,237.0,214.75
123.0,409.0,202.0,31.0,191.25
531.0,272.0,90.0,113.0,251.5
116.0,398.0,683.0,244.0,360.25
607.0,651.0,386.0,210.0,463.5
365.0,614.0,44.0,61.0,271.0
176.0,954.0,821.0,982.0,733.25
452.0,256.0,933.0,142.0,445.75
944.0,321.0,473.0,76.0,453.5
613.0,572.0,344.0,321.0,462.5
705.0,388.0,306.0,923.0,580.5
568.0,677.0,17.0,846.0,527.0
572.0,341.0,735.0,492.0,535.0
444.0,226.0,799.0,178.0,411.75
704.0,837.0,858.0,769.0,792.0
883.0,630.0,56.0,422.0,497.75
143.0,878.0,286.0,646.0,488.25
880.0,706.0,759.0,634.0,744.75
879.0,126.0,544.0,452.0,500.25
722.0,398.0,245.0,810.0,543.75
156.0,761.0,757.0,189.0,465.75
308.0,525.0,288.0,869.0,497.5
469.0,158.0,929.0,362.0,479.5
716.0,2.0,674.0,51.0,360.75
438.0,925.0,633.0,946.0,735.5
309.0,137.0,856.0,447.0,437.25
258.0,829.0,322.0,420.0,457.25
724.0,946.0,722.0,974.0,841.5
890.0,652.0,578.0,230.0,587.5
205.0,650.0,195.0,997.0,511.75
485.0,571.0,604.0,556.0,554.0
29.0,471.0,770.0,613.0,470.75
226.0,683.0,158.0,144.0,302.75
168.0,145.0,528.0,303.0,286.0
568.0,987.0,394.0,250.0,549.75
894.0,902.0,227.0,590.0,653.25
179.0,277.0,142.0,402.0,250.0
170.0,120.0,322.0,429.0,260.25
940.0,577.0,97.0,881.0,623.75
288.0,731.0,151.0,63.0,308.25
19.0,857.0,480.0,75.0,357.75
204.0,352.0,561.0,295.0,353.0
955.0,458.0,46.0,195.0,413.5
726.0,286.0,707.0,353.0,518.0
160.0,586.0,928.0,519.0,548.25
399.0,716.0,849.0,77.0,510.25
463.0,673.0,166.0,147.0,362.25
101.0,9.0,332.0,748.0,297.5
701.0,764.0,414.0,352.0,557.75
78.0,596.0,567.0,519.0,440.0
611.0,766.0,368.0,50.0,448.75
441.0,246.0,24.0,617.0,332.0
422.0,473.0,465.0,714.0,518.5
47.0,709.0,707.0,910.0,593.25
472.0,176.0,573.0,554.0,443.75
967.0,104.0,936.0,25.0,508.0
423.0,915.0,111.0,477.0,481.5
956.0,351.0,610.0,242.0,539.75
62.0,627.0,83.0,172.0,236.0
768.0,355.0,185.0,352.0,415.0
103.0,697.0,567.0,222.0,397.25
651.0,170.0,614.0,625.0,515.0
658.0,377.0,291.0,227.0,388.25
770.0,637.0,50.0,73.0,382.5
46.0,25.0,394.0,955.0,355.0
735.0,9.0,749.0,429.0,480.5
350.0,328.0,562.0,616.0,464.0
69.0,281.0,572.0,317.0,309.75
663.0,963.0,785.0,177.0,647.0
362.0,827.0,936.0,130.0,563.75
783.0,499.0,337.0,582.0,550.25
193.0,525.0,851.0,584.0,538.25
530.0,850.0,748.0,828.0,739.0
874.0,408.0,490.0,632.0,601.0
489.0,322.0,564.0,544.0,479.75
35.0,70.0,179.0,944.0,307.0
625.0,685.0,355.0,285.0,487.5
481.0,480.0,173.0,787.0,480.25
114.0,715.0,225.0,561.0,403.75
736.0,497.0,764.0,639.0,659.0
827.0,676.0,485.0,708.0,674.0
252.0,930.0,95.0,508.0,446.25
791.0,166.0,241.0,770.0,492.0
371.0,633.0,746.0,193.0,485.75
540.0,838.0,469.0,610.0,614.25
807.0,886.0,361.0,141.0,548.75
292.0,495.0,853.0,775.0,603.75
30.0,42.0,953.0,221.0,311.5
816.0,227.0,131.0,733.0,476.75
751.0,241.0,9.0,800.0,450.25
612.0,331.0,928.0,950.0,705.25
83.0,276.0,143.0,223.0,181.25
248.0,150.0,810.0,0.0,302.0
962.0,256.0,586.0,221.0,506.25
152.0,679.0,99.0,102.0,258.0
710.0,190.0,358.0,413.0,417.75
785.0,217.0,375.0,808.0,546.25
187.0,893.0,579.0,217.0,469.0
1.0,150.0,858.0,723.0,433.0
632.0,68.0,398.0,933.0,507.75
38.0,405.0,914.0,436.0,448.25
341.0,989.0,532.0,866.0,682.0
246.0,183.0,375.0,612.0,354.0
56.0,172.0,768.0,424.0,355.0
509.0,398.0,773.0,302.0,495.5
377.0,835.0,861.0,491.0,641.0
152.0,808.0,386.0,246.0,398.0
664.0,686.0,549.0,61.0,490.0
956.0,897.0,301.0,853.0,751.75
666.0,810.0,356.0,760.0,648.0
103.0,708.0,382.0,999.0,548.0
340.0,488.0,199.0,664.0,422.75
891.0,129.0,171.0,416.0,401.75
938.0,131.0,987.0,929.0,746.25
313.0,329.0,920.0,894.0,614.0
469.0,736.0,231.0,379.0,453.75
828.0,535.0,232.0,936.0,632.75
39.0,307.0,495.0,919.0,440.0
669.0,91.0,255.0,836.0,462.75
832.0,21.0,786.0,608.0,561.75
691.0,397.0,331.0,42.0,365.25
887.0,182.0,772.0,994.0,708.75
95.0,544.0,883.0,167.0,422.25
287.0,745.0,747.0,784.0,640.75
693.0,37.0,19.0,858.0,401.75
267.0,95.0,283.0,192.0,209.25
201.0,882.0,28.0,759.0,467.5
730.0,510.0,306.0,843.0,597.25
795.0,63.0,837.0,748.0,610.75
499.0,896.0,558.0,906.0,714.75
42.0,953.0,692.0,721.0,602.0
40.0,695.0,543.0,896.0,543.5
524.0,788.0,182.0,480.0,493.5
9.0,514.0,458.0,529.0,377.5
254.0,508.0,193.0,189.0,286.0
573.0,596.0,221.0,256.0,411.5
974.0,831.0,549.0,957.0,827.75
954.0,81.0,693.0,790.0,629.5
709.0,903.0,546.0,948.0,776.5
328.0,23.0,739.0,993.0,520.75
177.0,5.0,501.0,780.0,365.75
351.0,36.0,685.0,106.0,294.5
408.0,967.0,466.0,561.0,600.5
149.0,993.0,799.0,102.0,510.75
149.0,46.0,934.0,828.0,489.25
306.0,237.0,222.0,93.0,214.5
844.0,938.0,357.0,259.0,599.5
121.0,623.0,19.0,67.0,207.5
722.0,326.0,757.0,973.0,694.5
305.0,624.0,864.0,442.0,558.75
189.0,172.0,123.0,824.0,327.0
191.0,961.0,486.0,157.0,448.75
498.0,646.0,828.0,923.0,723.75
109.0,350.0,737.0,602.0,449.5
381.0,652.0,927.0,617.0,644.25
411.0,884.0,404.0,606.0,576.25
129.0,391.0,284.0,208.0,253.0
410.0,2.0,335.0,34.0,195.25
375.0,784.0,117.0,649.0,481.25
251.0,572.0,620.0,18.0,365.25
290.0,305.0,95.0,757.0,361.75
768.0,245.0,716.0,100.0,457.25
76.0,57.0,578.0,34.0,186.25
136.0,239.0,445.0,37.0,214.25
480.0,648.0,888.0,706.0,680.5
939.0,300.0,838.0,882.0,739.75
53.0,258.0,212.0,977.0,375.0
482.0,843.0,850.0,853.0,757.0
75.0,223.0,568.0,479.0,336.25
881.0,132.0,976.0,945.0,733.5
131.0,757.0,703.0,614.0,551.25
176.0,568.0,112.0,676.0,383.0
243.0,615.0,901.0,452.0,552.75
837.0,222.0,839.0,168.0,516.5
287.0,514.0,560.0,892.0,563.25
179.0,282.0,464.0,604.0,382.25
308.0,119.0,552.0,107.0,271.5
744.0,643.0,775.0,479.0,660.25
970.0,759.0,284.0,757.0,692.5
894.0,985.0,335.0,397.0,652.75
678.0,781.0,180.0,822.0,615.25
91.0,432.0,448.0,802.0,443.25
4.0,402.0,641.0,261.0,327.0
828.0,99.0,726.0,63.0,429.0
201.0,800.0,670.0,221.0,473.0
833.0,196.0,601.0,869.0,624.75
713.0,325.0,508.0,224.0,442.5
136.0,417.0,369.0,874.0,449.0
128.0,532.0,81.0,217.0,239.5
493.0,991.0,736.0,855.0,768.75
120.0,415.0,388.0,794.0,429.25
545.0,701.0,470.0,954.0,667.5
539.0,23.0,341.0,135.0,259.5
31.0,22.0,176.0,510.0,184.75
664.0,133.0,302.0,794.0,473.25
718.0,92.0,575.0,793.0,544.5
752.0,864.0,412.0,557.0,646.25
757.0,424.0,783.0,204.0,542.0
22.0,722.0,728.0,990.0,615.5
498.0,820.0,667.0,68.0,513.25
668.0,909.0,968.0,399.0,736.0
803.0,993.0,657.0,535.0,747.0
81.0,67.0,485.0,350.0,245.75
764.0,392.0,987.0,905.0,762.0
92.0,18.0,282.0,172.0,141.0
829.0,445.0,386.0,850.0,627.5
810.0,408.0,622.0,955.0,698.75
695.0,481.0,200.0,235.0,402.75
39.0,334.0,661.0,793.0,456.75
415.0,165.0,478.0,858.0,479.0
988.0,993.0,955.0,897.0,958.25
723.0,187.0,161.0,499.0,392.5
988.0,943.0,126.0,741.0,699.5
227.0,362.0,487.0,747.0,455.75
522.0,97.0,26.0,33.0,169.5
239.0,815.0,255.0,285.0,398.5
998.0,889.0,562.0,929.0,844.5
377.0,176.0,737.0,8.0,324.5
970.0,69.0,783.0,510.0,583.0
893.0,774.0,404.0,986.0,764.25
299.0,832.0,176.0,541.0,462.0
973.0,100.0,542.0,940.0,638.75
989.0,206.0,981.0,851.0,756.75
710.0,207.0,487.0,512.0,479.0
657.0,614.0,286.0,961.0,629.5
14.0,270.0,521.0,733.0,384.5
627.0,49.0,930.0,454.0,515.0
341.0,189.0,549.0,535.0,403.5
845.0,218.0,419.0,465.0,486.75
975.0,492.0,995.0,569.0,757.75
416.0,287.0,617.0,672.0,498.0
267.0,28.0,859.0,340.0,373.5
186.0,343.0,260.0,61.0,212.5
404.0,177.0,83.0,87.0,187.75
542.0,379.0,867.0,296.0,521.0
973.0,674.0,474.0,757.0,719.5
806.0,878.0,653.0,462.0,699.75
911.0,591.0,222.0,770.0,623.5
98.0,728.0,989.0,503.0,579.5
320.0,864.0,523.0,903.0,652.5
711.0,132.0,122.0,457.0,355.5
859.0,36.0,425.0,6.0,331.5
578.0,725.0,301.0,602.0,551.5
125.0,388.0,860.0,207.0,395.0
673.0,166.0,744.0,883.0,616.5
843.0,908.0,378.0,602.0,682.75
349.0,796.0,486.0,890.0,630.25
408.0,166.0,579.0,494.0,411.75
76.0,36.0,909.0,340.0,340.25
180.0,842.0,909.0,754.0,671.25
565.0,206.0,46.0,800.0,404.25
828.0,455.0,653.0,766.0,675.5
862.0,951.0,5.0,694.0,628.0
532.0,504.0,808.0,165.0,502.25
932.0,526.0,628.0,457.0,635.75
945.0,881.0,392.0,659.0,719.25
352.0,613.0,430.0,33.0,357.0
705.0,511.0,958.0,497.0,667.75
839.0,756.0,402.0,818.0,703.75
212.0,65.0,397.0,509.0,295.75
492.0,582.0,925.0,783.0,695.5
15.0,877.0,381.0,513.0,446.5
861.0,195.0,340.0,292.0,422.0
9.0,939.0,186.0,365.0,374.75
583.0,746.0,56.0,683.0,517.0
710.0,150.0,205.0,630.0,423.75
772.0,612.0,290.0,964.0,659.5
5.0,157.0,566.0,635.0,340.75
939.0,463.0,886.0,193.0,620.25
771.0,680.0,267.0,641.0,589.75
418.0,767.0,911.0,319.0,603.75
893.0,716.0,174.0,668.0,612.75
248.0,170.0,862.0,894.0,543.5
797.0,259.0,645.0,566.0,566.75
570.0,406.0,123.0,392.0,372.75
877.0,143.0,636.0,965.0,655.25
158.0,833.0,542.0,712.0,561.25
497.0,614.0,506.0,674.0,572.75
556.0,257.0,179.0,985.0,494.25
660.0,107.0,534.0,363.0,416.0
137.0,576.0,970.0,378.0,515.25
994.0,677.0,235.0,325.0,557.75
578.0,602.0,597.0,396.0,543.25
349.0,612.0,700.0,988.0,662.25
422.0,154.0,906.0,717.0,549.75
29.0,0.0,40.0,584.0,163.25
667.0,996.0,795.0,894.0,838.0
317.0,932.0,725.0,200.0,543.5
33.0,537.0,50.0,864.0,371.0
428.0,726.0,441.0,880.0,618.75
122.0,334.0,932.0,61.0,362.25
326.0,439.0,933.0,74.0,443.0
383.0,917.0,295.0,284.0,469.75
51.0,859.0,584.0,951.0,611.25
666.0,76.0,375.0,924.0,510.25
637.0,338.0,519.0,122.0,404.0
143.0,795.0,812.0,405.0,538.75
375.0,4.0,429.0,777.0,396.25
322.0,713.0,308.0,802.0,536.25
845.0,791.0,779.0,184.0,649.75
416.0,371.0,719.0,435.0,485.25
870.0,500.0,219.0,974.0,640.75
368.0,175.0,378.0,915.0,459.0
967.0,61.0,610.0,930.0,642.0
893.0,614.0,619.0,116.0,560.5
35.0,330.0,273.0,361.0,249.75
267.0,120.0,613.0,344.0,336.0
66.0,629.0,957.0,948.0,650.0
645.0,525.0,161.0,717.0,512.0
161.0,245.0,315.0,444.0,291.25
759.0,725.0,385.0,368.0,559.25
851.0,985.0,523.0,359.0,679.5
674.0,65.0,611.0,812.0,540.5
999.0,871.0,637.0,178.0,671.25
38.0,228.0,612.0,133.0,252.75
77.0,378.0,224.0,881.0,390.0
390.0,638.0,838.0,433.0,574.75
814.0,463.0,833.0,417.0,631.75
521.0,624.0,527.0,559.0,557.75
767.0,276.0,891.0,246.0,545.0
372.0,867.0,597.0,573.0,602.25
586.0,226.0,206.0,267.0,321.25
716.0,760.0,145.0,795.0,604.0
114.0,129.0,419.0,94.0,189.0
504.0,228.0,857.0,552.0,535.25
619.0,797.0,525.0,963.0,726.0
164.0,960.0,404.0,182.0,427.5
201.0,999.0,637.0,87.0,481.0
704.0,478.0,242.0,580.0,501.0
673.0,902.0,930.0,682.0,796.75
949.0,386.0,228.0,131.0,423.5
417.0,967.0,647.0,171.0,550.5
910.0,726.0,180.0,749.0,641.25
296.0,11.0,544.0,98.0,237.25
486.0,925.0,287.0,286.0,496.0
763.0,471.0,957.0,154.0,586.25
124.0,468.0,357.0,729.0,419.5
685.0,474.0,14.0,962.0,533.75
143.0,692.0,825.0,484.0,536.0
840.0,497.0,141.0,936.0,603.5
706.0,940.0,113.0,717.0,619.0
216.0,347.0,17.0,284.0,216.0
520.0,375.0,310.0,710.0,478.75
389.0,786.0,851.0,65.0,522.75
335.0,59.0,807.0,138.0,334.75
535.0,942.0,446.0,270.0,548.25
530.0,211.0,444.0,179.0,341.0
113.0,1.0,650.0,807.0,392.75
896.0,486.0,28.0,232.0,410.5
233.0,267.0,383.0,292.0,293.75
66.0,402.0,714.0,388.0,392.5
961.0,183.0,955.0,967.0,766.5
952.0,191.0,474.0,56.0,418.25
876.0,949.0,151.0,331.0,576.75
746.0,783.0,754.0,703.0,746.5
471.0,461.0,135.0,957.0,506.0
899.0,255.0,540.0,607.0,575.25
212.0,782.0,187.0,206.0,346.75
638.0,786.0,789.0,520.0,683.25
524.0,236.0,33.0,381.0,293.5
899.0,742.0,751.0,258.0,662.5
522.0,902.0,32.0,146.0,400.5
742.0,52.0,806.0,764.0,591.0
915.0,511.0,477.0,678.0,645.25
926.0,175.0,874.0,309.0,571.0
194.0,756.0,29.0,127.0,276.5
539.0,48.0,881.0,663.0,532.75
941.0,982.0,70.0,200.0,548.25
261.0,825.0,392.0,702.0,545.0
404.0,443.0,288.0,420.0,388.75
618.0,76.0,87.0,490.0,317.75
971.0,756.0,201.0,226.0,538.5
472.0,546.0,872.0,765.0,663.75
237.0,381.0,511.0,755.0,471.0
528.0,764.0,434.0,944.0,667.5
77.0,198.0,899.0,8.0,295.5
593.0,314.0,299.0,8.0,303.5
259.0,639.0,366.0,697.0,490.25
374.0,292.0,905.0,449.0,505.0
775.0,32.0,24.0,72.0,225.75
475.0,337.0,209.0,227.0,312.0
996.0,396.0,32.0,670.0,523.5
578.0,326.0,224.0,367.0,373.75
350.0,176.0,161.0,361.0,262.0
133.0,297.0,773.0,861.0,516.0
137.0,858.0,960.0,249.0,551.0
397.0,633.0,786.0,605.0,605.25
483.0,484.0,343.0,594.0,476.0
135.0,535.0,935.0,636.0,560.25
136.0,394.0,188.0,751.0,367.25
822.0,594.0,680.0,671.0,691.75
656.0,900.0,528.0,731.0,703.75
351.0,302.0,201.0,270.0,281.0
979.0,291.0,461.0,96.0,456.75
70.0,890.0,35.0,201.0,299.0
774.0,826.0,955.0,261.0,704.0
575.0,120.0,265.0,968.0,482.0
288.0,31.0,261.0,649.0,307.25
43.0,950.0,866.0,639.0,624.5
482.0,147.0,259.0,478.0,341.5
844.0,536.0,714.0,827.0,730.25
342.0,555.0,989.0,533.0,604.75
864.0,886.0,660.0,906.0,829.0
738.0,713.0,852.0,711.0,753.5
16.0,612.0,910.0,271.0,452.25
755.0,757.0,474.0,213.0,549.75
438.0,416.0,203.0,467.0,381.0
173.0,79.0,950.0,126.0,332.0
20.0,690.0,723.0,427.0,465.0
728.0,982.0,866.0,435.0,752.75
862.0,998.0,760.0,468.0,772.0
609.0,580.0,233.0,184.0,401.5
864.0,528.0,82.0,721.0,548.75
840.0,906.0,652.0,529.0,731.75
260.0,261.0,721.0,474.0,429.0
70.0,621.0,424.0,31.0,286.5
542.0,683.0,390.0,999.0,653.5
966.0,729.0,38.0,210.0,485.75
538.0,272.0,790.0,774.0,593.5
155.0,5.0,161.0,57.0,94.5
855.0,787.0,147.0,584.0,593.25
727.0,569.0,727.0,37.0,515.0
788.0,887.0,509.0,827.0,752.75
754.0,491.0,816.0,229.0,572.5
77.0,785.0,538.0,643.0,510.75
779.0,386.0,337.0,723.0,556.25
997.0,575.0,878.0,807.0,814.25
90.0,153.0,505.0,498.0,311.5
53.0,682.0,248.0,515.0,374.5
128.0,403.0,594.0,197.0,330.5
363.0,62.0,720.0,216.0,340.25
309.0,634.0,447.0,568.0,489.5
708.0,828.0,622.0,523.0,670.25
404.0,0.0,459.0,661.0,381.0
151.0,628.0,328.0,822.0,482.25
545.0,755.0,799.0,753.0,713.0
607.0,321.0,193.0,163.0,321.0
435.0,141.0,821.0,24.0,355.25
172.0,634.0,410.0,665.0,470.25
686.0,938.0,141.0,78.0,460.75
492.0,348.0,16.0,631.0,371.75
875.0,918.0,588.0,262.0,660.75
838.0,116.0,2.0,632.0,397.0
545.0,111.0,905.0,911.0,618.0
192.0,758.0,220.0,336.0,376.5
347.0,349.0,845.0,592.0,533.25
286.0,582.0,481.0,328.0,419.25
445.0,726.0,198.0,237.0,401.5
734.0,115.0,587.0,733.0,542.25
627.0,262.0,206.0,646.0,435.25
792.0,77.0,36.0,265.0,292.5
171.0,195.0,754.0,7.0,281.75
819.0,635.0,510.0,951.0,728.75
695.0,523.0,292.0,331.0,460.25
207.0,605.0,669.0,523.0,501.0
882.0,564.0,631.0,6.0,520.75
127.0,717.0,417.0,175.0,359.0
875.0,685.0,563.0,854.0,744.25
702.0,349.0,571.0,397.0,504.75
309.0,462.0,275.0,853.0,474.75
461.0,731.0,527.0,620.0,584.75
309.0,85.0,58.0,527.0,244.75
490.0,126.0,598.0,141.0,338.75
782.0,442.0,797.0,953.0,743.5
325.0,673.0,722.0,233.0,488.25
673.0,415.0,568.0,265.0,480.25
205.0,197.0,486.0,178.0,266.5
509.0,462.0,240.0,375.0,396.5
147.0,330.0,134.0,393.0,251.0
448.0,198.0,531.0,627.0,451.0
651.0,711.0,100.0,21.0,370.75
15.0,161.0,848.0,59.0,270.75
420.0,619.0,895.0,870.0,701.0
665.0,126.0,583.0,379.0,438.25
485.0,224.0,239.0,424.0,343.0
716.0,527.0,595.0,971.0,702.25
620.0,796.0,928.0,499.0,710.75
963.0,386.0,978.0,259.0,646.5
986.0,959.0,990.0,600.0,883.75
120.0,605.0,274.0,180.0,294.75
73.0,535.0,372.0,645.0,406.25
114.0,839.0,194.0,179.0,331.5
700.0,473.0,838.0,46.0,514.25
740.0,122.0,434.0,492.0,447.0
152.0,316.0,603.0,665.0,434.0
809.0,974.0,899.0,954.0,909.0
212.0,388.0,966.0,585.0,537.75
854.0,265.0,322.0,466.0,476.75
318.0,677.0,853.0,663.0,627.75
649.0,882.0,682.0,518.0,682.75
382.0,153.0,483.0,18.0,259.0
729.0,690.0,121.0,683.0,555.75
900.0,896.0,59.0,783.0,659.5
37.0,887.0,171.0,614.0,427.25
818.0,902.0,467.0,588.0,693.75
587.0,442.0,369.0,152.0,387.5
501.0,98.0,366.0,877.0,460.5
960.0,32.0,763.0,724.0,619.75
590.0,967.0,631.0,522.0,677.5
890.0,585.0,626.0,723.0,706.0
227.0,737.0,282.0,172.0,354.5
339.0,904.0,961.0,954.0,789.5
157.0,812.0,661.0,991.0,655.25
854.0,949.0,579.0,642.0,756.0
547.0,120.0,439.0,480.0,396.5
26.0,254.0,548.0,367.0,298.75
297.0,923.0,225.0,896.0,585.25
317.0,290.0,948.0,287.0,460.5
275.0,827.0,346.0,199.0,411.75
826.0,579.0,697.0,614.0,679.0
955.0,384.0,386.0,377.0,525.5
150.0,69.0,7.0,91.0,79.25
368.0,169.0,39.0,672.0,312.0
404.0,296.0,179.0,154.0,258.25
41.0,512.0,103.0,655.0,327.75
190.0,14.0,76.0,963.0,310.75
869.0,736.0,678.0,384.0,666.75
325.0,679.0,802.0,437.0,560.75
160.0,222.0,817.0,552.0,437.75
884.0,145.0,287.0,352.0,417.0
414.0,788.0,267.0,995.0,616.0
129.0,491.0,426.0,862.0,477.0
572.0,415.0,619.0,82.0,422.0
944.0,401.0,898.0,780.0,755.75
928.0,167.0,766.0,898.0,689.75
104.0,293.0,30.0,639.0,266.5
232.0,96.0,537.0,21.0,221.5
347.0,612.0,506.0,258.0,430.75
247.0,579.0,900.0,857.0,645.75
780.0,180.0,393.0,554.0,476.75
575.0,667.0,583.0,359.0,546.0
985.0,962.0,955.0,314.0,804.0
16.0,90.0,588.0,259.0,238.25
153.0,716.0,374.0,645.0,472.0
408.0,165.0,386.0,123.0,270.5
887.0,23.0,769.0,677.0,589.0
678.0,142.0,225.0,491.0,384.0
458.0,23.0,320.0,391.0,298.0
39.0,110.0,830.0,564.0,385.75
13.0,204.0,323.0,857.0,349.25
226.0,837.0,437.0,623.0,530.75
460.0,353.0,303.0,855.0,492.75
60.0,182.0,228.0,734.0,301.0
217.0,425.0,795.0,813.0,562.5
420.0,7.0,73.0,348.0,212.0
359.0,811.0,733.0,71.0,493.5
383.0,389.0,733.0,469.0,493.5
135.0,250.0,115.0,934.0,358.5
831.0,935.0,404.0,546.0,679.0
806.0,208.0,868.0,691.0,643.25
81.0,752.0,491.0,970.0,573.5
588.0,686.0,283.0,227.0,446.0
90.0,367.0,224.0,506.0,296.75
379.0,502.0,288.0,735.0,476.0
853.0,81.0,631.0,782.0,586.75
139.0,751.0,71.0,232.0,298.25
866.0,254.0,148.0,523.0,447.75
363.0,744.0,648.0,950.0,676.25
665.0,611.0,346.0,498.0,530.0
217.0,586.0,466.0,99.0,342.0
40.0,574.0,467.0,488.0,392.25
846.0,324.0,258.0,865.0,573.25
225.0,365.0,243.0,611.0,361.0
377.0,343.0,327.0,841.0,472.0
859.0,497.0,782.0,375.0,628.25
614.0,997.0,823.0,685.0,779.75
286.0,543.0,534.0,384.0,436.75
178.0,744.0,884.0,152.0,489.5
841.0,293.0,451.0,182.0,441.75
820.0,375.0,906.0,640.0,685.25
626.0,454.0,361.0,959.0,600.0
562.0,21.0,315.0,740.0,409.5
241.0,636.0,404.0,433.0,428.5
804.0,856.0,300.0,717.0,669.25
79.0,772.0,986.0,345.0,545.5
215.0,291.0,215.0,81.0,200.5
311.0,357.0,82.0,243.0,248.25
218.0,932.0,483.0,900.0,633.25
361.0,703.0,540.0,591.0,548.75
891.0,592.0,744.0,315.0,635.5
663.0,373.0,760.0,375.0,542.75
604.0,183.0,908.0,763.0,614.5
991.0,132.0,530.0,154.0,451.75
866.0,594.0,384.0,863.0,676.75
886.0,214.0,382.0,653.0,533.75
16.0,507.0,210.0,894.0,406.75
553.0,253.0,926.0,311.0,510.75
361.0,412.0,391.0,783.0,486.75
817.0,75.0,747.0,362.0,500.25
21.0,219.0,449.0,843.0,383.0
231.0,880.0,807.0,897.0,703.75
805.0,151.0,980.0,193.0,532.25
820.0,426.0,977.0,340.0,640.75
793.0,720.0,417.0,854.0,696.0
941.0,581.0,370.0,665.0,639.25
938.0,204.0,43.0,897.0,520.5
285.0,654.0,587.0,391.0,479.25
943.0,482.0,571.0,707.0,675.75
969.0,159.0,940.0,581.0,662.25
685.0,58.0,22.0,634.0,349.75
300.0,563.0,180.0,155.0,299.5
835.0,699.0,74.0,325.0,483.25
518.0,459.0,106.0,435.0,379.5
822.0,192.0,72.0,928.0,503.5
715.0,258.0,349.0,14.0,334.0
529.0,613.0,82.0,165.0,347.25
128.0,64.0,485.0,12.0,172.25
296.0,894.0,476.0,932.0,649.5
411.0,588.0,66.0,906.0,492.75
953.0,904.0,690.0,230.0,694.25
849.0,927.0,786.0,691.0,813.25
881.0,802.0,833.0,350.0,716.5
431.0,678.0,489.0,431.0,507.25
665.0,525.0,467.0,928.0,646.25
0.0,605.0,554.0,753.0,478.0
917.0,31.0,217.0,20.0,296.25
524.0,712.0,937.0,766.0,734.75
467.0,664.0,269.0,923.0,580.75
178.0,864.0,797.0,122.0,490.25
52.0,548.0,598.0,801.0,499.75
224.0,419.0,706.0,975.0,581.0
937.0,913.0,929.0,851.0,907.5
61.0,514.0,625.0,370.0,392.5
51.0,707.0,397.0,656.0,452.75
721.0,595.0,474.0,481.0,567.75
105.0,482.0,125.0,301.0,253.25
172.0,581.0,695.0,793.0,560.25
421.0,204.0,678.0,861.0,541.0
136.0,559.0,974.0,295.0,491.0
733.0,323.0,882.0,959.0,724.25
216.0,205.0,167.0,156.0,186.0
841.0,203.0,511.0,307.0,465.5
308.0,545.0,694.0,481.0,507.0
962.0,404.0,724.0,727.0,704.25
274.0,439.0,255.0,416.0,346.0
56.0,784.0,982.0,956.0,694.5
102.0,125.0,299.0,582.0,277.0
458.0,31.0,575.0,571.0,408.75
702.0,485.0,925.0,936.0,762.0
598.0,347.0,944.0,491.0,595.0
707.0,961.0,998.0,546.0,803.0
972.0,791.0,179.0,263.0,551.25
148.0,573.0,601.0,861.0,545.75
718.0,932.0,578.0,695.0,730.75
725.0,349.0,815.0,867.0,689.0
353.0,651.0,912.0,426.0,585.5
398.0,816.0,636.0,75.0,481.25
514.0,746.0,716.0,361.0,584.25
624.0,230.0,645.0,857.0,589.0
524.0,397.0,956.0,365.0,560.5
708.0,376.0,643.0,745.0,618.0
571.0,796.0,831.0,651.0,712.25
804.0,545.0,34.0,418.0,450.25
18.0,876.0,632.0,34.0,390.0
10.0,769.0,882.0,965.0,656.5
197.0,320.0,952.0,662.0,532.75
856.0,121.0,597.0,769.0,585.75
774.0,291.0,187.0,647.0,474.75
722.0,701.0,576.0,857.0,714.0
234.0,283.0,664.0,291.0,368.0
530.0,611.0,829.0,294.0,566.0
612.0,165.0,153.0,529.0,364.75
902.0,562.0,779.0,569.0,703.0
897.0,559.0,231.0,900.0,646.75
701.0,431.0,597.0,215.0,486.0
414.0,254.0,404.0,225.0,324.25
