A,B,C,D,AVERAGE
207,605,669,523,501
882,564,631,6,520.75
127,717,417,175,359
875,685,563,854,744.25
702,349,571,397,504.75
309,462,275,853,474.75
461,731,527,620,584.75
309,85,58,527,244.75
490,126,598,141,338.75
782,442,797,953,743.5
325,673,722,233,488.25
673,415,568,265,480.25
205,197,486,178,266.5
509,462,240,375,396.5
147,330,134,393,251
448,198,531,627,451
651,711,100,21,370.75
15,161,848,59,270.75
420,619,895,870,701
665,126,583,379,438.25
485,224,239,424,343
716,527,595,971,702.25
620,796,928,499,710.75
963,386,978,259,646.5
986,959,990,600,883.75
120,605,274,180,294.75
73,535,372,645,406.25
114,839,194,179,331.5
700,473,838,46,514.25
740,122,434,492,447
152,316,603,665,434
809,974,899,954,909
212,388,966,585,537.75
854,265,322,466,476.75
318,677,853,663,627.75
649,882,682,518,682.75
382,153,483,18,259
729,690,121,683,555.75
900,896,59,783,659.5
37,887,171,614,427.25
818,902,467,588,693.75
587,442,369,152,387.5
501,98,366,877,460.5
960,32,763,724,619.75
590,967,631,522,677.5
890,585,626,723,706
227,737,282,172,354.5
339,904,961,954,789.5
157,812,661,991,655.25
854,949,579,642,756
547,120,439,480,396.5
26,254,548,367,298.75
297,923,225,896,585.25
317,290,948,287,460.5
275,827,346,199,411.75
826,579,697,614,679
955,384,386,377,525.5
150,69,7,91,79.25
368,169,39,672,312
404,296,179,154,258.25
41,512,103,655,327.75
190,14,76,963,310.75
869,736,678,384,666.75
325,679,802,437,560.75
160,222,817,552,437.75
884,145,287,352,417
414,788,267,995,616
129,491,426,862,477
572,415,619,82,422
944,401,898,780,755.75
928,167,766,898,689.75
104,293,30,639,266.5
232,96,537,21,221.5
347,612,506,258,430.75
247,579,900,857,645.75
780,180,393,554,476.75
575,667,583,359,546
985,962,955,314,804
16,90,588,259,238.25
153,716,374,645,472
408,165,386,123,270.5
887,23,769,677,589
678,142,225,491,384
458,23,320,391,298
39,110,830,564,385.75
13,204,323,857,349.25
226,837,437,623,530.75
460,353,303,855,492.75
60,182,228,734,301
217,425,795,813,562.5
420,7,73,348,212
359,811,733,71,493.5
383,389,733,469,493.5
135,250,115,934,358.5
831,935,404,546,679
806,208,868,691,643.25
81,752,491,970,573.5
588,686,283,227,446
90,367,224,506,296.75
379,502,288,735,476
853,81,631,782,586.75
139,751,71,232,298.25
866,254,148,523,447.75
363,744,648,950,676.25
665,611,346,498,530
217,586,466,99,342
40,574,467,488,392.25
846,324,258,865,573.25
225,365,243,611,361
377,343,327,841,472
859,497,782,375,628.25
614,997,823,685,779.75
286,543,534,384,436.75
178,744,884,152,489.5
841,293,451,182,441.75
820,375,906,640,685.25
626,454,361,959,600
562,21,315,740,409.5
241,636,404,433,428.5
804,856,300,717,669.25
79,772,986,345,545.5
215,291,215,81,200.5
311,357,82,243,248.25
218,932,483,900,633.25
361,703,540,591,548.75
891,592,744,315,635.5
663,373,760,375,542.75
604,183,908,763,614.5
991,132,530,154,451.75
866,594,384,863,676.75
886,214,382,653,533.75
16,507,210,894,406.75
553,253,926,311,510.75
361,412,391,783,486.75
817,75,747,362,500.25
21,219,449,843,383
231,880,807,897,703.75
805,151,980,193,532.25
820,426,977,340,640.75
793,720,417,854,696
941,581,370,665,639.25
938,204,43,897,520.5
285,654,587,391,479.25
943,482,571,707,675.75
969,159,940,581,662.25
685,58,22,634,349.75
300,563,180,155,299.5
835,699,74,325,483.25
518,459,106,435,379.5
822,192,72,928,503.5
715,258,349,14,334
529,613,82,165,347.25
128,64,485,12,172.25
296,894,476,932,649.5
411,588,66,906,492.75
953,904,690,230,694.25
849,927,786,691,813.25
881,802,833,350,716.5
431,678,489,431,507.25
665,525,467,928,646.25
0,605,554,753,478
917,31,217,20,296.25
524,712,937,766,734.75
467,664,269,923,580.75
178,864,797,122,490.25
52,548,598,801,499.75
224,419,706,975,581
937,913,929,851,907.5
61,514,625,370,392.5
51,707,397,656,452.75
721,595,474,481,567.75
105,482,125,301,253.25
172,581,695,793,560.25
421,204,678,861,541
136,559,974,295,491
733,323,882,959,724.25
216,205,167,156,186
841,203,511,307,465.5
308,545,694,481,507
962,404,724,727,704.25
274,439,255,416,346
56,784,982,956,694.5
102,125,299,582,277
458,31,575,571,408.75
702,485,925,936,762
598,347,944,491,595
707,961,998,546,803
972,791,179,263,551.25
148,573,601,861,545.75
718,932,578,695,730.75
725,349,815,867,689
353,651,912,426,585.5
398,816,636,75,481.25
514,746,716,361,584.25
624,230,645,857,589
524,397,956,365,560.5
708,376,643,745,618
571,796,831,651,712.25
804,545,34,418,450.25
18,876,632,34,390
10,769,882,965,656.5
197,320,952,662,532.75
856,121,597,769,585.75
774,291,187,647,474.75
722,701,576,857,714
234,283,664,291,368
530,611,829,294,566
612,165,153,529,364.75
902,562,779,569,703
897,559,231,900,646.75
701,431,597,215,486
414,254,404,225,324.25
351,171,854,366,435.5
73,882,833,208,499
923,567,294,613,599.25
710,947,751,708,779
132,117,651,604,376
812,275,332,295,428.5
374,33,495,298,300
973,52,42,615,420.5
45,801,358,24,307
389,984,396,77,461.5
690,90,397,642,454.75
679,476,906,930,747.75
600,76,945,410,507.75
393,490,940,230,513.25
797,803,269,854,680.75
814,35,876,634,589.75
587,370,415,642,503.5
977,953,502,858,822.5
994,665,488,558,676.25
936,972,775,402,771.25
831,712,418,722,670.75
360,965,837,478,660
174,384,485,596,409.75
688,128,963,183,490.5
86,173,227,595,270.25
296,3,798,686,445.75
883,824,988,232,731.75
585,899,25,419,482
907,8,970,85,492.5
151,199,454,976,445
745,118,980,18,465.25
578,56,963,842,609.75
208,402,751,204,391.25
202,606,842,264,478.5
909,173,551,655,572
444,564,248,596,463
397,475,630,958,615
293,173,376,686,382
237,246,458,596,384.25
749,279,511,306,461.25
135,77,215,168,148.75
714,584,455,52,451.25
951,20,764,48,445.75
891,381,34,592,474.5
792,469,412,863,634
625,32,694,598,487.25
28,545,486,283,335.5
852,520,302,495,542.25
430,803,579,862,668.5
920,571,436,410,584.25
475,192,126,182,243.75
197,149,933,805,521
387,865,467,199,479.5
833,95,467,624,504.75
678,642,733,805,714.5
463,210,204,32,227.25
152,399,757,963,567.75
594,610,474,683,590.25
664,242,594,355,463.75
315,531,220,1,266.75
403,773,357,44,394.25
453,335,719,590,524.25
149,604,735,961,612.25
695,815,971,891,843
622,240,879,849,647.5
328,538,790,422,519.5
434,290,296,104,281
171,212,650,326,339.75
25,957,228,758,492
503,543,789,84,479.75
240,172,966,945,580.75
324,394,119,766,400.75
520,688,162,898,567
568,945,956,441,727.5
425,601,389,285,425
826,597,790,280,623.25
799,524,316,874,628.25
740,42,183,928,473.25
153,83,83,17,84
989,919,53,216,544.25
675,380,521,786,590.5
763,387,255,366,442.75
596,181,90,517,346
306,601,830,103,460
530,89,287,402,327
764,362,61,870,514.25
385,504,991,218,524.5
663,361,686,341,512.75
378,351,941,872,635.5
345,932,757,382,604
842,113,250,707,478
766,415,762,391,583.5
773,48,309,425,388.75
190,876,348,353,441.75
948,953,463,5,592.25
993,592,321,124,507.5
67,808,830,423,532
780,910,137,494,580.25
202,261,380,390,308.25
998,268,235,287,447
237,179,304,91,202.75
775,926,633,692,756.5
345,675,951,417,597
488,584,999,332,600.75
601,801,701,171,568.5
321,308,919,240,447
771,250,618,667,576.5
87,135,13,860,273.75
441,640,512,910,625.75
370,924,857,510,665.25
11,762,164,739,419
834,713,872,840,814.75
192,789,62,356,349.75
615,297,589,118,404.75
547,165,210,960,470.5
123,154,498,932,426.75
832,764,137,240,493.25
302,238,4,548,273
282,98,594,309,320.75
455,795,653,502,601.25
36,748,309,463,389
791,544,208,419,490.5
281,795,598,608,570.5
76,779,536,3,348.5
673,559,629,29,472.5
104,758,241,860,490.75
535,142,126,950,438.25
366,444,55,679,386
931,116,669,876,648
304,178,975,15,368
101,144,248,252,186.25
496,527,14,624,415.25
861,345,370,374,487.5
658,317,568,551,523.5
834,685,30,636,546.25
193,507,844,678,555.5
472,830,362,246,477.5
592,898,240,742,618
239,681,291,585,449
231,363,869,110,393.25
473,107,176,902,414.5
370,684,653,739,611.5
732,143,576,797,562
727,285,517,928,614.25
495,98,983,874,612.5
378,676,454,445,488.25
826,755,412,647,660
366,818,982,464,657.5
528,16,337,861,435.5
538,965,5,338,461.5
274,983,259,934,612.5
580,670,43,792,521.25
47,264,669,881,465.25
347,924,679,277,556.75
350,152,461,28,247.75
315,317,334,242,302
874,973,774,816,859.25
579,41,195,652,366.75
487,831,16,309,410.75
587,13,37,833,367.5
859,223,586,469,534.25
53,493,595,954,523.75
201,329,812,45,346.75
129,203,483,777,398
116,779,291,98,321
728,479,410,417,508.5
594,359,685,236,468.5
908,494,97,781,570
911,616,509,7,510.75
738,117,855,77,446.75
987,660,750,40,609.25
204,650,514,578,486.5
280,748,354,99,370.25
230,427,384,130,292.75
82,118,131,230,140.25
74,991,519,966,637.5
820,861,883,577,785.25
280,559,366,277,370.5
91,824,354,360,407.25
321,964,630,64,494.75
491,304,723,768,571.5
389,365,952,689,598.75
517,844,2,19,345.5
224,67,227,38,139
779,422,216,418,458.75
24,549,247,125,236.25
158,839,536,657,547.5
772,53,994,146,491.25
839,940,576,825,795
571,127,547,887,533
831,134,827,914,676.5
119,495,834,202,412.5
828,888,992,133,710.25
636,97,406,209,337
913,788,702,46,612.25
906,635,501,995,759.25
223,391,341,67,255.5
150,553,913,442,514.5
984,549,567,896,749
731,145,965,973,703.5
867,773,781,84,626.25
208,385,412,906,477.75
538,456,995,747,684
34,870,345,948,549.25
703,797,795,47,585.5
932,952,103,361,587
178,795,437,797,551.75
667,546,168,512,473.25
97,656,334,394,370.25
614,401,50,919,496
674,542,249,756,555.25
520,349,742,939,637.5
794,199,193,404,397.5
15,431,779,926,537.75
301,39,62,984,346.5
900,424,990,378,673
968,736,574,209,621.75
622,5,607,942,544
595,629,899,216,584.75
722,944,693,3,590.5
15,550,297,34,224
937,302,603,502,586
442,799,252,833,581.5
228,669,515,701,528.25
203,487,169,849,427
735,368,274,2,344.75
159,203,529,525,354
966,215,997,778,739
292,833,134,8,316.75
173,884,528,224,452.25
500,690,791,230,552.75
992,853,176,33,513.5
873,965,25,924,696.75
387,453,304,261,351.25
51,825,113,372,340.25
333,315,834,68,387.5
483,900,147,71,400.25
979,693,453,958,770.75
791,678,508,907,721
184,66,642,566,364.5
486,964,84,99,408.25
161,419,930,231,435.25
709,806,316,137,492
652,806,140,337,483.75
718,411,714,207,512.5
10,233,752,909,476
947,353,734,744,694.5
487,6,572,830,473.75
790,177,544,671,545.5
421,614,698,142,468.75
462,482,957,478,594.75
977,775,647,758,789.25
559,938,565,960,755.5
946,644,802,132,631
480,781,641,925,706.75
405,661,585,891,635.5
749,501,809,904,740.75
940,439,563,6,487
473,157,827,157,403.5
649,1,589,194,358.25
747,998,563,800,777
957,559,382,816,678.5
241,362,195,425,305.75
289,234,314,20,214.25
400,945,806,893,761
355,551,41,788,433.75
567,477,149,555,437
566,886,810,933,798.75
988,95,790,322,548.75
477,689,325,873,591
452,370,220,642,421
397,364,890,586,559.25
217,783,70,416,371.5
677,637,298,632,561
190,270,285,668,353.25
996,140,396,432,491
459,808,370,443,520
55,525,113,714,351.75
311,545,590,21,366.75
517,218,472,199,351.5
682,678,478,519,589.25
164,726,235,943,517
644,383,303,375,426.25
268,18,58,891,308.75
943,318,625,254,535
748,381,361,779,567.25
238,618,211,54,280.25
653,861,993,60,641.75
109,83,912,406,377.5
893,247,421,786,586.75
656,744,454,832,671.5
465,840,825,376,626.5
287,53,722,403,366.25
496,306,707,267,444
792,177,11,74,263.5
431,680,935,198,561
749,664,243,936,648
331,113,860,777,520.25
874,487,740,766,716.75
161,42,713,876,448
450,954,715,782,725.25
451,576,331,361,429.75
752,93,742,943,632.5
69,486,144,461,290
65,637,13,619,333.5
345,406,581,183,378.75
964,732,462,609,691.75
81,974,713,347,528.75
568,466,930,794,689.5
230,267,295,18,202.5
231,34,539,334,284.5
171,129,71,444,203.75
459,493,82,329,340.75
354,568,311,177,352.5
216,809,323,995,585.75
771,359,21,595,436.5
179,312,42,268,200.25
423,464,251,522,415
426,204,551,592,443.25
951,739,493,405,647
950,729,684,676,759.75
255,352,141,404,288
577,420,978,358,583.25
200,762,750,844,639
48,274,670,974,491.5
907,773,564,351,648.75
2,740,471,845,514.5
801,453,189,222,416.25
67,892,167,333,364.75
119,981,581,939,655
927,189,843,953,728
272,826,837,325,565
180,150,889,689,477
543,81,841,368,458.25
428,492,587,535,510.5
905,126,4,538,393.25
47,478,752,748,506.25
286,918,229,81,378.5
241,420,834,709,551
644,219,257,409,382.25
474,557,828,127,496.5
767,866,120,111,466
673,892,650,910,781.25
239,984,620,527,592.5
187,681,976,663,626.75
798,500,449,739,621.5
76,415,299,899,422.25
173,142,16,532,215.75
865,801,601,577,711
972,65,132,70,309.75
975,792,205,924,724
352,496,436,966,562.5
981,350,978,865,793.5
999,321,608,829,689.25
405,950,533,27,478.75
304,87,89,227,176.75
994,68,69,969,525
744,837,77,290,487
149,33,141,380,175.75
25,899,832,999,688.75
887,285,202,911,571.25
947,896,836,619,824.5
562,527,696,585,592.5
311,819,380,306,454
753,30,208,112,275.75
328,337,765,670,525
147,213,893,765,504.5
250,207,951,112,380
680,452,580,990,675.5
279,475,306,26,271.5
299,940,958,550,686.75
445,733,237,591,501.5
440,209,921,254,456
721,847,124,894,646.5
668,655,149,591,515.75
42,308,508,748,401.5
28,442,513,147,282.5
261,786,645,964,664
745,294,714,800,638.25
874,464,897,501,684
758,163,525,490,484
430,768,191,990,594.75
649,701,418,31,449.75
749,556,3,887,548.75
753,894,85,941,668.25
944,884,784,887,874.75
565,724,259,86,408.5
831,778,319,113,510.25
0,120,360,212,173
171,371,905,831,569.5
497,895,290,443,531.25
248,747,962,821,694.5
687,902,207,110,476.5
820,229,610,74,433.25
102,912,463,567,511
486,863,965,49,590.75
6,655,699,910,567.5
853,363,153,400,442.25
373,476,64,208,280.25
72,653,716,323,441
142,783,841,347,528.25
834,699,592,133,564.5
442,461,819,647,592.25
57,184,399,789,357.25
822,720,354,963,714.75
179,877,512,945,628.25
908,999,560,681,787
179,357,531,43,277.5
841,386,538,420,546.25
197,645,348,762,488
277,745,123,727,468
224,740,700,543,551.75
139,367,472,586,391
383,113,46,553,273.75
260,443,270,688,415.25
877,412,17,324,407.5
864,59,229,411,390.75
372,30,570,847,454.75
463,10,796,415,421
784,741,117,640,570.5
760,879,613,706,739.5
468,188,423,870,487.25
354,509,451,840,538.5
721,842,784,117,616
193,615,469,870,536.75
374,549,541,521,496.25
675,956,611,170,603
133,482,169,593,344.25
610,355,316,910,547.75
611,38,860,283,448
856,385,425,290,489
549,417,941,638,636.25
711,728,40,400,469.75
655,56,149,852,428
36,972,834,951,698.25
78,161,403,903,386.25
501,837,334,756,607
204,508,65,459,309
43,132,4,136,78.75
692,7,107,673,369.75
135,506,637,639,479.25
715,7,756,434,478
47,579,640,726,498
912,921,764,374,742.75
115,797,721,321,488.5
575,658,849,98,545
274,272,400,958,476
958,961,55,19,498.25
243,828,264,315,412.5
221,630,692,946,622.25
988,851,27,542,602
765,973,396,562,674
427,213,603,537,445
385,895,532,252,516
180,585,712,357,458.5
785,80,220,136,305.25
694,562,966,956,794.5
534,239,866,343,495.5
499,335,967,382,545.75
27,352,874,891,536
104,256,284,153,199.25
907,207,203,356,418.25
903,127,754,494,569.5
947,393,176,673,547.25
427,830,688,120,516.25
505,253,722,216,424
768,646,239,621,568.5
681,87,518,316,400.5
120,166,155,849,322.5
915,205,420,362,475.5
430,704,291,725,537.5
537,449,600,57,410.75
332,227,731,880,542.5
469,628,333,129,389.75
843,776,840,294,688.25
287,116,875,777,513.75
849,662,887,620,754.5
301,974,159,477,477.75
452,94,915,15,369
36,484,679,538,434.25
915,287,55,390,411.75
725,538,451,368,520.5
394,945,828,449,654
374,141,323,366,301
887,301,457,211,464
129,117,900,180,331.5
694,568,969,824,763.75
96,957,573,819,611.25
766,471,848,241,581.5
372,634,267,677,487.5
852,903,275,739,692.25
919,199,659,113,472.5
308,701,830,71,477.5
681,800,385,841,676.75
410,223,857,185,418.75
347,243,444,608,410.5
364,981,280,924,637.25
916,325,409,972,655.5
888,215,797,304,551
353,801,908,291,588.25
393,425,700,504,505.5
493,40,827,784,536
699,769,23,344,458.75
462,699,326,497,496
49,238,407,790,371
686,567,395,170,454.5
571,834,489,252,536.5
72,887,274,256,372.25
70,727,429,590,454
912,66,281,652,477.75
92,470,976,943,620.25
491,539,235,122,346.75
596,684,535,611,606.5
565,212,239,325,335.25
31,150,240,287,177
404,728,387,776,573.75
743,653,239,69,426
754,302,257,273,396.5
249,673,986,435,585.75
311,138,797,204,362.5
962,95,355,363,443.75
632,117,810,192,437.75
573,298,306,251,357
663,488,899,958,752
892,481,417,823,653.25
9,371,46,108,133.5
227,645,987,186,511.25
200,750,357,695,500.5
978,998,89,74,534.75
513,645,800,648,651.5
522,637,112,459,432.5
822,425,24,376,411.75
774,161,85,124,286
611,22,383,118,283.5
484,703,5,596,447
829,861,191,320,550.25
669,367,34,726,449
177,252,138,671,309.5
215,731,684,196,456.5
443,985,596,646,667.5
341,330,441,658,442.5
585,386,871,95,484.25
937,263,522,424,536.5
269,293,939,75,394
474,781,361,984,650
354,435,112,813,428.5
158,314,212,210,223.5
20,867,559,617,515.75
157,337,298,126,229.5
642,473,186,549,462.5
249,323,11,662,311.25
620,718,877,586,700.25
697,210,142,397,361.5
699,94,341,100,308.5
796,516,406,429,536.75
144,13,722,154,258.25
164,438,809,54,366.25
205,884,890,733,678
207,490,345,785,456.75
785,760,270,901,679
191,363,956,760,567.5
921,672,145,670,602
13,815,378,241,361.75
228,406,821,243,424.5
24,807,364,308,375.75
24,619,297,665,401.25
34,381,84,278,194.25
185,899,560,519,540.75
382,146,737,53,329.5
915,646,376,306,560.75
515,100,252,826,423.25
264,304,670,864,525.5
666,53,78,881,419.5
208,138,606,921,468.25
912,166,472,346,474
810,74,670,80,408.5
221,649,970,211,512.75
256,667,696,770,597.25
466,499,821,678,616
848,345,741,146,520
32,850,226,201,327.25
108,787,174,204,318.25
964,82,225,974,561.25
247,665,174,759,461.25
227,603,459,310,399.75
643,297,356,756,513
911,150,223,495,444.75
573,721,462,741,624.25
837,470,591,913,702.75
778,107,977,851,678.25
108,679,284,805,469
45,136,111,803,273.75
280,691,131,484,396.5
23,280,877,637,454.25
919,807,852,917,873.75
748,186,850,200,496
444,922,146,88,400
375,720,934,124,538.25
513,331,657,228,432.25
14,618,554,22,302
87,673,836,889,621.25
834,777,510,206,581.75
793,824,683,56,589
837,9,76,995,479.25
388,838,333,516,518.75
654,523,240,296,428.25
23,699,303,541,391.5
481,437,334,271,380.75
567,594,245,251,414.25
751,919,686,41,599.25
162,942,552,804,615
767,117,580,559,505.75
816,756,748,86,601.5
575,112,973,830,622.5
547,628,729,960,716
64,512,627,689,473
537,107,802,501,486.75
768,53,482,268,392.75
494,220,901,458,518.25
114,940,81,697,458
734,549,254,657,548.5
196,90,103,973,340.5
575,844,379,416,553.5
950,438,399,289,519
887,813,887,325,728
45,424,569,439,369.25
643,876,655,457,657.75
608,93,913,818,608
75,553,36,559,305.75
699,882,924,205,677.5
583,214,416,424,409.25
476,949,603,326,588.5
56,497,956,644,538.25
974,284,230,688,544
709,189,624,852,593.5
731,289,513,657,547.5
670,237,98,937,485.5
716,408,725,555,601
377,321,697,929,581
197,588,878,496,539.75
496,56,247,753,388
127,103,931,20,295.25
194,818,206,699,479.25
194,308,538,250,322.5
203,780,521,97,400.25
89,834,428,274,406.25
344,381,113,283,280.25
40,589,351,712,423
661,742,454,979,709
594,62,542,134,333
0,611,785,484,470
227,543,258,799,456.75
753,691,172,366,495.5
684,695,625,52,514
391,986,412,395,546
103,859,235,845,510.5
699,149,934,927,677.25
473,724,616,242,513.75
931,153,505,624,553.25
373,616,264,277,382.5
209,743,273,71,324
426,604,487,568,521.25
564,320,842,674,600
614,537,57,868,519
788,997,784,35,651
25,136,376,996,383.25
905,635,545,364,612.25
818,917,929,510,793.5
243,723,604,20,397.5
316,258,520,102,299
578,732,571,394,568.75
139,895,711,93,459.5
4,178,138,70,97.5
837,447,890,87,565.25
853,504,252,523,533
250,755,785,866,664
756,627,460,741,646
456,274,716,431,469.25
501,94,951,732,569.5
640,374,392,504,477.5
755,235,801,637,607
706,888,595,354,635.75
892,953,432,383,665
41,568,785,318,428
692,761,673,670,699
109,667,240,6,255.5
345,434,272,152,300.75
504,492,16,740,438
615,591,470,45,430.25
348,981,141,312,445.5
2,524,871,671,517
648,785,560,662,663.75
926,517,554,200,549.25
350,913,97,654,503.5
541,833,736,595,676.25
77,775,337,656,461.25
226,23,337,321,226.75
214,295,162,661,333
119,269,551,492,357.75
20,572,734,68,348.5
516,418,88,927,487.25
46,11,515,671,310.75
490,103,150,231,243.5
274,242,101,353,242.5
733,538,386,338,498.75
693,479,407,592,542.75
746,113,650,976,621.25
86,552,886,379,475.75
472,880,353,627,583
444,230,749,885,577
214,176,281,811,370.5
974,674,153,953,688.5
629,381,222,959,547.75
298,157,950,807,553
385,759,235,329,427
185,765,572,622,536
690,862,952,774,819.5
542,69,574,819,501
453,19,920,817,552.25
452,616,608,887,640.75
673,232,403,182,372.5
931,285,702,273,547.75
606,181,451,383,405.25
646,30,641,76,348.25
955,390,56,712,528.25
205,769,494,952,605
55,257,475,136,230.75
797,73,658,573,525.25
67,458,386,688,399.75
582,982,514,923,750.25
932,235,78,509,438.5
193,609,585,910,574.25
745,522,159,944,592.5
471,527,915,629,635.5
508,544,831,856,684.75
475,258,339,972,511
705,410,209,18,335.5
165,839,535,821,590
195,646,689,366,474
909,89,390,456,461
653,449,390,784,569
355,324,663,112,363.5
480,184,311,438,353.25
95,85,878,518,394
870,150,152,237,352.25
449,420,135,557,390.25
812,962,420,731,731.25
728,390,347,411,469
699,685,138,755,569.25
419,240,154,498,327.75
292,622,876,662,613
399,944,952,326,655.25
427,740,989,966,780.5
304,600,403,900,551.75
674,123,309,33,284.75
489,440,548,323,450
751,993,457,353,638.5
790,955,958,486,797.25
708,583,444,750,621.25
912,676,452,272,578
255,934,436,148,443.25
733,465,663,974,708.75
94,268,88,128,144.5
907,184,961,798,712.5
930,276,306,457,492.25
593,545,609,986,683.25
433,375,552,327,421.75
715,88,37,182,255.5
769,347,430,363,477.25
747,459,785,904,723.75
817,509,84,6,354
416,649,255,119,359.75
285,726,389,677,519.25
387,556,406,738,521.75
167,371,782,479,449.75
832,272,489,687,570
841,969,334,425,642.25
75,440,371,736,405.5
876,636,20,101,408.25
874,61,615,841,597.75
47,186,375,728,334
87,872,446,424,457.25
594,500,99,453,411.5
385,457,192,415,362.25
568,992,303,811,668.5
705,609,621,522,614.25
885,297,931,682,698.75
48,266,595,53,240.5
515,821,32,968,584
956,576,613,450,648.75
744,766,567,175,563
216,441,791,345,448.25
618,897,382,987,721
767,69,817,221,468.5
214,780,601,188,445.75
18,881,50,842,447.75
470,222,901,238,457.75
95,627,991,854,641.75
798,401,963,336,624.5
957,612,932,447,737
906,929,648,985,867
651,31,857,42,395.25
514,310,229,294,336.75
516,124,672,210,380.5
158,76,411,464,277.25
745,119,754,73,422.75
678,400,468,385,482.75
725,579,889,168,590.25
961,527,985,668,785.25
726,622,398,714,615
568,866,625,711,692.5
283,361,126,914,421
608,276,374,28,321.5
312,675,940,555,620.5
223,831,544,536,533.5
185,846,552,890,618.25
958,424,129,181,423
73,330,917,689,502.25
154,810,505,344,453.25
146,43,213,612,253.5
702,999,773,687,790.25
941,171,485,294,472.75
464,594,591,630,569.75
180,241,113,432,241.5
933,740,719,115,626.75
113,787,451,70,355.25
790,150,645,234,454.75
549,39,572,986,536.5
533,943,756,943,793.75
814,476,464,180,483.5
399,178,531,673,445.25
377,341,47,174,234.75
167,18,684,170,259.75
550,687,184,968,597.25
76,601,192,112,245.25
782,424,286,931,605.75
163,180,704,670,429.25
520,148,765,960,598.25
255,716,662,384,504.25
595,972,906,211,671
736,370,744,607,614.25
345,486,226,69,281.5
436,24,573,922,488.75
36,373,190,66,166.25
447,806,677,748,669.5
644,166,638,647,523.75
455,848,823,555,670.25
864,300,451,504,529.75
739,870,759,773,785.25
648,319,542,383,473
228,718,866,763,643.75
921,421,216,243,450.25
470,420,69,647,401.5
182,210,198,926,379
689,493,140,565,471.75
462,587,350,335,433.5
290,262,26,606,296
243,478,719,257,424.25
98,981,833,28,485
482,356,756,207,450.25
783,236,297,554,467.5
172,793,790,593,587
701,969,65,410,536.25
409,156,899,938,600.5
976,615,435,518,636
121,245,229,205,200
837,481,783,929,757.5
979,363,996,128,616.5
82,770,292,397,385.25
87,765,229,3,271
100,16,366,250,183
463,804,724,817,702
775,840,73,948,659
945,697,515,868,756.25
923,131,817,266,534.25
478,749,2,350,394.75
939,759,882,996,894
620,252,770,224,466.5
694,776,404,693,641.75
190,135,719,519,390.75
454,38,555,349,349
583,156,27,263,257.25
93,112,894,249,337
285,699,814,359,539.25
32,841,302,517,423
401,646,92,839,494.5
348,711,998,277,583.5
652,663,364,527,551.5
625,974,456,735,697.5
556,717,477,25,443.75
594,964,563,974,773.75
648,103,90,965,451.5
630,899,206,168,475.75
250,210,452,690,400.5
608,511,846,384,587.25
804,914,893,416,756.75
791,707,659,937,773.5
747,83,992,531,588.25
766,807,445,822,710
10,838,400,789,509.25
842,238,344,436,465
637,261,495,950,585.75
201,537,290,20,262
356,855,930,910,762.75
216,260,527,437,360
718,363,841,693,653.75
565,612,606,505,572
159,491,33,105,197
835,748,299,439,580.25
918,336,396,660,577.5
192,446,314,814,441.5
189,281,789,504,440.75
497,689,63,248,374.25
513,908,269,627,579.25
224,911,195,142,368
267,298,766,17,337
155,567,681,851,563.5
451,652,82,820,501.25
802,604,341,740,621.75
56,959,790,629,608.5
219,979,808,236,560.5
531,878,214,560,545.75
772,167,396,848,545.75
728,75,165,892,465
570,756,841,385,638
209,866,10,996,520.25
765,975,196,641,644.25
727,43,199,787,439
50,239,688,457,358.5
681,165,808,560,553.5
142,101,686,490,354.75
209,991,576,630,601.5
109,609,382,230,332.5
537,755,117,67,369
1,843,644,863,587.75
228,873,344,301,436.5
943,876,228,499,636.5
439,465,356,402,415.5
856,175,105,497,408.25
633,575,367,530,526.25
398,497,285,756,484
566,647,12,61,321.5
797,667,67,515,511.5
465,702,936,752,713.75
237,754,766,653,602.5
976,702,484,329,622.75
931,576,946,7,615
504,959,145,393,500.25
698,457,225,35,353.75
125,948,505,535,528.25
410,136,385,661,398
317,949,13,974,563.25
744,662,56,843,576.25
308,838,642,445,558.25
422,653,874,801,687.5
764,132,153,880,482.25
521,4,460,294,319.75
408,506,601,792,576.75
451,335,868,435,522.25
777,131,872,348,532
58,959,156,785,489.5
204,779,352,689,506
620,607,229,977,608.25
781,981,348,341,612.75
561,848,836,381,656.5
108,649,610,728,523.75
561,637,391,311,475
185,581,62,584,353
999,617,335,216,541.75
592,343,722,348,501.25
687,229,369,99,346
231,259,511,829,457.5
229,896,522,243,472.5
553,243,1,304,275.25
468,580,934,83,516.25
868,610,970,719,791.75
746,550,76,887,564.75
1,797,343,320,365.25
437,597,213,162,352.25
693,47,962,820,630.5
625,189,19,762,398.75
897,773,844,690,801
269,96,827,459,412.75
773,286,515,952,631.5
319,536,34,291,295
827,684,369,684,641
593,129,358,892,493
173,869,56,183,320.25
87,511,797,186,395.25
458,982,802,279,630.25
102,160,114,869,311.25
155,593,882,596,556.5
777,865,949,469,765
95,880,842,594,602.75
528,177,580,612,474.25
576,989,898,407,717.5
927,285,715,191,529.5
373,625,681,41,430
218,516,662,249,411.25
972,850,640,589,762.75
881,985,289,242,599.25
606,788,712,192,574.5
214,141,228,268,212.75
330,248,698,215,372.75
852,444,154,244,423.5
